bank_txn_id,date_key,entity_id,txn_type,amount,currency
6113,20250528,1,RECEIPT_AR,606.22,CZK
6114,20251108,1,RECEIPT_AR,3061.54,CZK
6115,20240321,1,RECEIPT_AR,596.41,CZK
6116,20240420,1,RECEIPT_AR,204.03,CZK
6117,20250329,2,RECEIPT_AR,10643.39,EUR
6118,20250116,1,RECEIPT_AR,3981.73,CZK
6119,20240321,2,RECEIPT_AR,107.27,EUR
6120,20240520,1,RECEIPT_AR,1721.86,CZK
6121,20250828,1,RECEIPT_AR,9178.35,CZK
6122,20240504,2,RECEIPT_AR,1023.53,EUR
6123,20240928,1,RECEIPT_AR,2097.28,CZK
6124,20240703,1,RECEIPT_AR,805.85,CZK
6125,20250926,1,RECEIPT_AR,1774.02,CZK
6126,20250916,1,RECEIPT_AR,1726.81,CZK
6127,20250927,2,RECEIPT_AR,6264.12,EUR
6128,20240208,2,RECEIPT_AR,4536.21,EUR
6129,20240618,1,RECEIPT_AR,729.45,CZK
6130,20240203,2,RECEIPT_AR,456.07,EUR
6131,20241022,2,RECEIPT_AR,3030.64,EUR
6132,20240621,1,RECEIPT_AR,9255.65,CZK
6133,20240401,1,RECEIPT_AR,6324.14,CZK
6134,20241129,2,RECEIPT_AR,375.63,EUR
6135,20251231,1,RECEIPT_AR,584.99,CZK
6136,20251228,2,RECEIPT_AR,4202.5,EUR
6137,20241107,1,RECEIPT_AR,187.91,CZK
6138,20251202,1,RECEIPT_AR,371.59,CZK
6139,20250427,2,RECEIPT_AR,4672.47,EUR
6140,20240808,1,RECEIPT_AR,9113.81,CZK
6141,20250901,1,RECEIPT_AR,560.2,CZK
6142,20240125,1,RECEIPT_AR,2939.82,CZK
6143,20240219,2,RECEIPT_AR,3572.67,EUR
6144,20240521,1,RECEIPT_AR,3457.62,CZK
6145,20240508,1,RECEIPT_AR,1785.89,CZK
6146,20240228,1,RECEIPT_AR,318.19,CZK
6147,20250711,1,RECEIPT_AR,15099.93,CZK
6148,20250502,1,RECEIPT_AR,3372.41,CZK
6149,20250710,1,RECEIPT_AR,535.59,CZK
6150,20241213,1,RECEIPT_AR,3098.2,CZK
6151,20260221,1,RECEIPT_AR,9506.31,CZK
6152,20240326,1,RECEIPT_AR,12529.82,CZK
6153,20251205,2,RECEIPT_AR,2023.31,EUR
6154,20240305,2,RECEIPT_AR,5973.83,EUR
6155,20241110,1,RECEIPT_AR,4634.71,CZK
6156,20250409,1,RECEIPT_AR,369.17,CZK
6157,20251221,1,RECEIPT_AR,2705.58,CZK
6158,20240627,1,RECEIPT_AR,1908.58,CZK
6159,20250513,2,RECEIPT_AR,5316.67,EUR
6160,20240807,1,RECEIPT_AR,273.19,CZK
6161,20250404,1,RECEIPT_AR,4305.09,CZK
6162,20250712,1,RECEIPT_AR,2238.94,CZK
6163,20250224,2,RECEIPT_AR,7029.85,EUR
6164,20250212,2,RECEIPT_AR,5677.8,EUR
6165,20250813,2,RECEIPT_AR,158.78,EUR
6166,20240712,2,RECEIPT_AR,4970.6,EUR
6167,20240226,1,RECEIPT_AR,2945.31,CZK
6168,20240506,1,RECEIPT_AR,4833.85,CZK
6169,20240922,1,RECEIPT_AR,412.94,CZK
6170,20250509,1,RECEIPT_AR,3446.36,CZK
6171,20250223,2,RECEIPT_AR,328.05,EUR
6172,20240929,2,RECEIPT_AR,6111.52,EUR
6173,20240522,1,RECEIPT_AR,425.7,CZK
6174,20240310,2,RECEIPT_AR,1788.77,EUR
6175,20241231,1,RECEIPT_AR,9082.25,CZK
6176,20240926,1,RECEIPT_AR,2440.12,CZK
6177,20240814,1,RECEIPT_AR,6523.7,CZK
6178,20260108,2,RECEIPT_AR,494.78,EUR
6179,20240130,1,RECEIPT_AR,2762.8,CZK
6180,20251022,2,RECEIPT_AR,203.88,EUR
6181,20240123,2,RECEIPT_AR,309.33,EUR
6182,20251001,1,RECEIPT_AR,2063.63,CZK
6183,20240503,1,RECEIPT_AR,211.92,CZK
6184,20251004,1,RECEIPT_AR,686.53,CZK
6185,20251021,1,RECEIPT_AR,286.25,CZK
6186,20240426,1,RECEIPT_AR,256.4,CZK
6187,20250208,1,RECEIPT_AR,486.97,CZK
6188,20250910,1,RECEIPT_AR,2128.23,CZK
6189,20241113,1,RECEIPT_AR,204.63,CZK
6190,20240624,1,RECEIPT_AR,1778.72,CZK
6191,20250211,1,RECEIPT_AR,3117.99,CZK
6192,20240925,1,RECEIPT_AR,483.89,CZK
6193,20251116,1,RECEIPT_AR,3534.83,CZK
6194,20241209,1,RECEIPT_AR,220.23,CZK
6195,20241016,2,RECEIPT_AR,4636.25,EUR
6196,20241212,1,RECEIPT_AR,487.08,CZK
6197,20240619,1,RECEIPT_AR,3823.46,CZK
6198,20250909,1,RECEIPT_AR,444.42,CZK
6199,20240814,1,RECEIPT_AR,774.7,CZK
6200,20241012,1,RECEIPT_AR,4839.13,CZK
6201,20241129,2,RECEIPT_AR,5119.02,EUR
6202,20250330,1,RECEIPT_AR,567.14,CZK
6203,20251028,1,RECEIPT_AR,576.2,CZK
6204,20251111,1,RECEIPT_AR,192.97,CZK
6205,20251231,1,RECEIPT_AR,4033.38,CZK
6206,20240818,2,RECEIPT_AR,486.96,EUR
6207,20250314,1,RECEIPT_AR,9232.81,CZK
6208,20240923,2,RECEIPT_AR,180.16,EUR
6209,20250523,1,RECEIPT_AR,2320.08,CZK
6210,20251102,1,RECEIPT_AR,3126.88,CZK
6211,20240111,1,RECEIPT_AR,3532.03,CZK
6212,20250904,1,RECEIPT_AR,2081.06,CZK
6213,20241026,1,RECEIPT_AR,3361.9,CZK
6214,20241023,1,RECEIPT_AR,4885.7,CZK
6215,20250521,1,RECEIPT_AR,4741.86,CZK
6216,20251124,2,RECEIPT_AR,3492.07,EUR
6217,20250403,1,RECEIPT_AR,11866.28,CZK
6218,20240409,2,RECEIPT_AR,654.59,EUR
6219,20240613,2,RECEIPT_AR,5683.58,EUR
6220,20241106,1,RECEIPT_AR,7169.63,CZK
6221,20260101,1,RECEIPT_AR,641.29,CZK
6222,20250121,1,RECEIPT_AR,1408.61,CZK
6223,20250608,1,RECEIPT_AR,2906.09,CZK
6224,20251228,1,RECEIPT_AR,4741.95,CZK
6225,20250301,1,RECEIPT_AR,1428.24,CZK
6226,20251111,1,RECEIPT_AR,427.1,CZK
6227,20251031,1,RECEIPT_AR,3018.15,CZK
6228,20240517,1,RECEIPT_AR,1661.81,CZK
6229,20240216,1,RECEIPT_AR,3947.09,CZK
6230,20240416,2,RECEIPT_AR,5264.79,EUR
6231,20240919,1,RECEIPT_AR,3693.1,CZK
6232,20241104,2,RECEIPT_AR,4728.51,EUR
6233,20240327,2,RECEIPT_AR,147.51,EUR
6234,20260205,1,RECEIPT_AR,6096.08,CZK
6235,20241127,1,RECEIPT_AR,3354.34,CZK
6236,20250520,1,RECEIPT_AR,2173.92,CZK
6237,20240930,2,RECEIPT_AR,198.43,EUR
6238,20251022,2,RECEIPT_AR,2121.54,EUR
6239,20250809,1,RECEIPT_AR,721.9,CZK
6240,20250916,1,RECEIPT_AR,238.19,CZK
6241,20260111,2,RECEIPT_AR,5250.27,EUR
6242,20250820,1,RECEIPT_AR,512.71,CZK
6243,20250429,1,RECEIPT_AR,149.13,CZK
6244,20250817,2,RECEIPT_AR,318.85,EUR
6245,20250826,1,RECEIPT_AR,2142.44,CZK
6246,20240826,1,RECEIPT_AR,5804.57,CZK
6247,20240325,2,RECEIPT_AR,1723.37,EUR
6248,20250531,1,RECEIPT_AR,1742.16,CZK
6249,20250819,1,RECEIPT_AR,15101.85,CZK
6250,20240407,1,RECEIPT_AR,114.93,CZK
6251,20240913,1,RECEIPT_AR,1199.74,CZK
6252,20250805,1,RECEIPT_AR,4259.64,CZK
6253,20240506,1,RECEIPT_AR,2076.43,CZK
6254,20250129,1,RECEIPT_AR,4216.22,CZK
6255,20251107,1,RECEIPT_AR,657.08,CZK
6256,20240511,1,RECEIPT_AR,10450.22,CZK
6257,20250802,2,RECEIPT_AR,474.66,EUR
6258,20241201,1,RECEIPT_AR,185.84,CZK
6259,20251127,2,RECEIPT_AR,631.0,EUR
6260,20241011,1,RECEIPT_AR,2186.25,CZK
6261,20260127,1,RECEIPT_AR,1423.23,CZK
6262,20250310,2,RECEIPT_AR,1791.23,EUR
6263,20241106,1,RECEIPT_AR,1740.7,CZK
6264,20240721,1,RECEIPT_AR,487.76,CZK
6265,20250810,2,RECEIPT_AR,8176.47,EUR
6266,20240628,2,RECEIPT_AR,1135.93,EUR
6267,20240716,1,RECEIPT_AR,1983.62,CZK
6268,20240708,1,RECEIPT_AR,3011.27,CZK
6269,20250314,1,RECEIPT_AR,170.56,CZK
6270,20250624,2,RECEIPT_AR,217.51,EUR
6271,20240223,1,RECEIPT_AR,3804.22,CZK
6272,20240522,2,RECEIPT_AR,375.04,EUR
6273,20240228,1,RECEIPT_AR,3178.76,CZK
6274,20240923,1,RECEIPT_AR,763.34,CZK
6275,20250816,2,RECEIPT_AR,323.61,EUR
6276,20240428,1,RECEIPT_AR,757.41,CZK
6277,20250206,1,RECEIPT_AR,205.93,CZK
6278,20260103,2,RECEIPT_AR,5514.04,EUR
6279,20250709,1,RECEIPT_AR,120.23,CZK
6280,20250711,1,RECEIPT_AR,545.3,CZK
6281,20250425,1,RECEIPT_AR,1765.37,CZK
6282,20240824,1,RECEIPT_AR,1437.74,CZK
6283,20251209,1,RECEIPT_AR,301.88,CZK
6284,20240512,1,RECEIPT_AR,487.64,CZK
6285,20250406,2,RECEIPT_AR,208.75,EUR
6286,20260103,1,RECEIPT_AR,13311.29,CZK
6287,20240705,2,RECEIPT_AR,4350.6,EUR
6288,20250202,1,RECEIPT_AR,2640.48,CZK
6289,20241020,2,RECEIPT_AR,2379.66,EUR
6290,20250129,1,RECEIPT_AR,175.94,CZK
6291,20260114,2,RECEIPT_AR,4364.93,EUR
6292,20240216,1,RECEIPT_AR,2570.88,CZK
6293,20251122,2,RECEIPT_AR,5248.3,EUR
6294,20241212,1,RECEIPT_AR,471.15,CZK
6295,20251210,1,RECEIPT_AR,2343.11,CZK
6296,20240305,2,RECEIPT_AR,493.85,EUR
6297,20250320,2,RECEIPT_AR,578.19,EUR
6298,20250103,1,RECEIPT_AR,3890.91,CZK
6299,20241008,1,RECEIPT_AR,6597.54,CZK
6300,20240110,2,RECEIPT_AR,244.4,EUR
6301,20250820,1,RECEIPT_AR,2616.54,CZK
6302,20260204,1,RECEIPT_AR,320.09,CZK
6303,20250602,1,RECEIPT_AR,139.69,CZK
6304,20251028,1,RECEIPT_AR,268.79,CZK
6305,20240828,2,RECEIPT_AR,187.48,EUR
6306,20250313,1,RECEIPT_AR,1571.06,CZK
6307,20250515,1,RECEIPT_AR,620.18,CZK
6308,20240302,1,RECEIPT_AR,2898.08,CZK
6309,20250528,2,RECEIPT_AR,649.83,EUR
6310,20250505,2,RECEIPT_AR,10611.36,EUR
6311,20250208,2,RECEIPT_AR,3879.14,EUR
6312,20250912,1,RECEIPT_AR,636.58,CZK
6313,20240625,1,RECEIPT_AR,5444.13,CZK
6314,20241110,1,RECEIPT_AR,394.35,CZK
6315,20241116,1,RECEIPT_AR,5336.34,CZK
6316,20240902,1,RECEIPT_AR,302.93,CZK
6317,20240818,1,RECEIPT_AR,8963.79,CZK
6318,20240626,1,RECEIPT_AR,3074.67,CZK
6319,20240421,1,RECEIPT_AR,211.68,CZK
6320,20250707,2,RECEIPT_AR,10005.16,EUR
6321,20240717,1,RECEIPT_AR,358.61,CZK
6322,20251129,1,RECEIPT_AR,213.09,CZK
6323,20250329,1,RECEIPT_AR,414.92,CZK
6324,20250127,1,RECEIPT_AR,247.61,CZK
6325,20240727,1,RECEIPT_AR,2212.02,CZK
6326,20240926,1,RECEIPT_AR,970.84,CZK
6327,20251123,1,RECEIPT_AR,4118.31,CZK
6328,20240212,2,RECEIPT_AR,184.72,EUR
6329,20240213,1,RECEIPT_AR,2987.88,CZK
6330,20260104,2,RECEIPT_AR,4256.27,EUR
6331,20250627,2,RECEIPT_AR,253.55,EUR
6332,20250717,2,RECEIPT_AR,243.82,EUR
6333,20251022,1,RECEIPT_AR,4667.11,CZK
6334,20250827,2,RECEIPT_AR,4183.95,EUR
6335,20251104,1,RECEIPT_AR,257.68,CZK
6336,20241103,1,RECEIPT_AR,3065.69,CZK
6337,20240226,1,RECEIPT_AR,344.52,CZK
6338,20250103,2,RECEIPT_AR,1747.83,EUR
6339,20240726,1,RECEIPT_AR,240.85,CZK
6340,20240910,1,RECEIPT_AR,1822.61,CZK
6341,20250414,1,RECEIPT_AR,6813.96,CZK
6342,20240430,1,RECEIPT_AR,4273.76,CZK
6343,20240114,1,RECEIPT_AR,367.52,CZK
6344,20240312,2,RECEIPT_AR,6058.89,EUR
6345,20250319,1,RECEIPT_AR,3069.21,CZK
6346,20250420,2,RECEIPT_AR,1726.59,EUR
6347,20240701,1,RECEIPT_AR,3948.12,CZK
6348,20250411,2,RECEIPT_AR,3992.36,EUR
6349,20250417,1,RECEIPT_AR,259.55,CZK
6350,20240702,1,RECEIPT_AR,9229.27,CZK
6351,20251026,1,RECEIPT_AR,500.99,CZK
6352,20250428,1,RECEIPT_AR,390.41,CZK
6353,20240925,1,RECEIPT_AR,518.51,CZK
6354,20260217,1,RECEIPT_AR,1848.98,CZK
6355,20240304,1,RECEIPT_AR,3720.27,CZK
6356,20251130,2,RECEIPT_AR,2142.35,EUR
6357,20240929,1,RECEIPT_AR,3558.34,CZK
6358,20250625,2,RECEIPT_AR,2647.92,EUR
6359,20251105,2,RECEIPT_AR,191.04,EUR
6360,20250217,2,RECEIPT_AR,4447.95,EUR
6361,20250101,1,RECEIPT_AR,222.69,CZK
6362,20240920,1,RECEIPT_AR,5240.58,CZK
6363,20240716,1,RECEIPT_AR,4340.56,CZK
6364,20250402,1,RECEIPT_AR,11800.74,CZK
6365,20241009,2,RECEIPT_AR,371.92,EUR
6366,20250405,1,RECEIPT_AR,1672.62,CZK
6367,20250313,2,RECEIPT_AR,12175.13,EUR
6368,20250913,1,RECEIPT_AR,471.86,CZK
6369,20251201,2,RECEIPT_AR,147.68,EUR
6370,20240212,2,RECEIPT_AR,1460.96,EUR
6371,20250706,1,RECEIPT_AR,4024.28,CZK
6372,20240212,1,RECEIPT_AR,509.86,CZK
6373,20251012,1,RECEIPT_AR,2194.61,CZK
6374,20250224,1,RECEIPT_AR,2071.22,CZK
6375,20250916,1,RECEIPT_AR,7215.12,CZK
6376,20250626,2,RECEIPT_AR,1707.06,EUR
6377,20251111,2,RECEIPT_AR,437.6,EUR
6378,20251117,1,RECEIPT_AR,5207.39,CZK
6379,20250405,1,RECEIPT_AR,6034.450000000001,CZK
6380,20250705,1,RECEIPT_AR,4312.61,CZK
6381,20250615,2,RECEIPT_AR,1476.08,EUR
6382,20241130,2,RECEIPT_AR,421.03,EUR
6383,20240112,2,RECEIPT_AR,500.02,EUR
6384,20240926,2,RECEIPT_AR,5090.97,EUR
6385,20250201,2,RECEIPT_AR,476.7,EUR
6386,20250811,1,RECEIPT_AR,1943.74,CZK
6387,20240603,2,RECEIPT_AR,653.52,EUR
6388,20241210,1,RECEIPT_AR,506.67,CZK
6389,20250328,1,RECEIPT_AR,1179.72,CZK
6390,20240816,2,RECEIPT_AR,3835.43,EUR
6391,20250718,1,RECEIPT_AR,6614.39,CZK
6392,20250509,1,RECEIPT_AR,1776.04,CZK
6393,20251129,1,RECEIPT_AR,576.05,CZK
6394,20260119,1,RECEIPT_AR,2900.33,CZK
6395,20250626,2,RECEIPT_AR,4433.52,EUR
6396,20250609,1,RECEIPT_AR,6348.86,CZK
6397,20240416,2,RECEIPT_AR,148.19,EUR
6398,20241119,1,RECEIPT_AR,12112.72,CZK
6399,20240217,2,RECEIPT_AR,3945.91,EUR
6400,20241110,2,RECEIPT_AR,2390.54,EUR
6401,20240923,1,RECEIPT_AR,2152.4,CZK
6402,20240702,2,RECEIPT_AR,14955.46,EUR
6403,20251120,1,RECEIPT_AR,568.19,CZK
6404,20251207,1,RECEIPT_AR,2693.02,CZK
6405,20240503,1,RECEIPT_AR,133.42,CZK
6406,20250625,1,RECEIPT_AR,2747.51,CZK
6407,20250824,1,RECEIPT_AR,6456.82,CZK
6408,20251101,1,RECEIPT_AR,291.95,CZK
6409,20250824,1,RECEIPT_AR,2115.96,CZK
6410,20250303,1,RECEIPT_AR,3359.07,CZK
6411,20251025,1,RECEIPT_AR,1724.4,CZK
6412,20240512,1,RECEIPT_AR,128.3,CZK
6413,20251015,1,RECEIPT_AR,1523.83,CZK
6414,20250620,1,RECEIPT_AR,540.57,CZK
6415,20241129,1,RECEIPT_AR,10891.87,CZK
6416,20250722,1,RECEIPT_AR,477.84,CZK
6417,20240930,1,RECEIPT_AR,253.06,CZK
6418,20250402,1,RECEIPT_AR,3685.27,CZK
6419,20240327,2,RECEIPT_AR,5173.42,EUR
6420,20251004,1,RECEIPT_AR,5675.63,CZK
6421,20240119,2,RECEIPT_AR,4186.86,EUR
6422,20260121,1,RECEIPT_AR,3690.37,CZK
6423,20250924,1,RECEIPT_AR,1600.7,CZK
6424,20250821,1,RECEIPT_AR,7930.41,CZK
6425,20240528,1,RECEIPT_AR,566.66,CZK
6426,20240126,2,RECEIPT_AR,303.75,EUR
6427,20240422,1,RECEIPT_AR,3564.55,CZK
6428,20240701,1,RECEIPT_AR,179.2,CZK
6429,20241221,1,RECEIPT_AR,208.0,CZK
6430,20240809,1,RECEIPT_AR,1265.65,CZK
6431,20240503,2,RECEIPT_AR,126.94,EUR
6432,20240820,1,RECEIPT_AR,159.39,CZK
6433,20250607,1,RECEIPT_AR,2457.23,CZK
6434,20240313,1,RECEIPT_AR,4581.15,CZK
6435,20240813,1,RECEIPT_AR,1938.76,CZK
6436,20240404,2,RECEIPT_AR,5384.38,EUR
6437,20251110,1,RECEIPT_AR,139.36,CZK
6438,20260130,1,RECEIPT_AR,451.8,CZK
6439,20240915,1,RECEIPT_AR,419.49,CZK
6440,20240203,1,RECEIPT_AR,2909.43,CZK
6441,20240524,2,RECEIPT_AR,573.88,EUR
6442,20251107,1,RECEIPT_AR,645.17,CZK
6443,20240615,1,RECEIPT_AR,4278.41,CZK
6444,20250627,1,RECEIPT_AR,6722.91,CZK
6445,20240205,2,RECEIPT_AR,119.89,EUR
6446,20250417,2,RECEIPT_AR,1624.56,EUR
6447,20251108,2,RECEIPT_AR,182.69,EUR
6448,20250526,1,RECEIPT_AR,652.97,CZK
6449,20250601,2,RECEIPT_AR,1617.74,EUR
6450,20251217,2,RECEIPT_AR,205.02,EUR
6451,20250408,2,RECEIPT_AR,3288.48,EUR
6452,20241117,1,RECEIPT_AR,2002.68,CZK
6453,20240210,1,RECEIPT_AR,3949.54,CZK
6454,20240316,1,RECEIPT_AR,4236.99,CZK
6455,20241013,2,RECEIPT_AR,4720.33,EUR
6456,20251001,1,RECEIPT_AR,502.23,CZK
6457,20250106,1,RECEIPT_AR,139.89,CZK
6458,20240121,1,RECEIPT_AR,1401.97,CZK
6459,20240328,1,RECEIPT_AR,3951.83,CZK
6460,20240408,1,RECEIPT_AR,3750.3,CZK
6461,20250521,1,RECEIPT_AR,2285.67,CZK
6462,20251026,1,RECEIPT_AR,13280.68,CZK
6463,20241108,1,RECEIPT_AR,2186.72,CZK
6464,20240328,1,RECEIPT_AR,4523.04,CZK
6465,20250915,1,RECEIPT_AR,4561.85,CZK
6466,20250513,2,RECEIPT_AR,561.33,EUR
6467,20241224,1,RECEIPT_AR,12382.91,CZK
6468,20260117,1,RECEIPT_AR,462.24,CZK
6469,20250310,2,RECEIPT_AR,457.24,EUR
6470,20251129,1,RECEIPT_AR,1664.2,CZK
6471,20240514,1,RECEIPT_AR,7432.21,CZK
6472,20250611,2,RECEIPT_AR,548.01,EUR
6473,20240926,2,RECEIPT_AR,129.02,EUR
6474,20240918,1,RECEIPT_AR,712.68,CZK
6475,20240717,2,RECEIPT_AR,1569.18,EUR
6476,20251224,1,RECEIPT_AR,5567.59,CZK
6477,20240731,2,RECEIPT_AR,466.76,EUR
6478,20250813,2,RECEIPT_AR,667.18,EUR
6479,20240820,1,RECEIPT_AR,7729.52,CZK
6480,20251112,1,RECEIPT_AR,5303.43,CZK
6481,20250915,2,RECEIPT_AR,293.51,EUR
6482,20250815,1,RECEIPT_AR,6666.15,CZK
6483,20240516,1,RECEIPT_AR,3446.56,CZK
6484,20250325,1,RECEIPT_AR,6218.47,CZK
6485,20251215,1,RECEIPT_AR,5093.19,CZK
6486,20250102,1,RECEIPT_AR,492.92,CZK
6487,20240623,1,RECEIPT_AR,9986.73,CZK
6488,20250319,1,RECEIPT_AR,1597.85,CZK
6489,20240325,1,RECEIPT_AR,1710.72,CZK
6490,20250521,1,RECEIPT_AR,2035.61,CZK
6491,20250204,1,RECEIPT_AR,1724.53,CZK
6492,20240627,1,RECEIPT_AR,2152.21,CZK
6493,20250901,2,RECEIPT_AR,3793.22,EUR
6494,20251022,1,RECEIPT_AR,8154.58,CZK
6495,20251124,1,RECEIPT_AR,6992.45,CZK
6496,20241102,1,RECEIPT_AR,1635.57,CZK
6497,20250716,2,RECEIPT_AR,6488.05,EUR
6498,20240829,1,RECEIPT_AR,752.93,CZK
6499,20260102,1,RECEIPT_AR,498.35,CZK
6500,20241221,1,RECEIPT_AR,4686.69,CZK
6501,20251221,1,RECEIPT_AR,330.31,CZK
6502,20250909,1,RECEIPT_AR,280.92,CZK
6503,20240910,1,RECEIPT_AR,2129.95,CZK
6504,20240327,1,RECEIPT_AR,5197.53,CZK
6505,20250604,1,RECEIPT_AR,2273.66,CZK
6506,20240727,1,RECEIPT_AR,3958.11,CZK
6507,20250116,1,RECEIPT_AR,2089.28,CZK
6508,20260109,1,RECEIPT_AR,331.97,CZK
6509,20240204,2,RECEIPT_AR,6015.66,EUR
6510,20240208,1,RECEIPT_AR,464.71,CZK
6511,20241209,1,RECEIPT_AR,4453.46,CZK
6512,20240613,1,RECEIPT_AR,628.27,CZK
6513,20250614,2,RECEIPT_AR,4251.27,EUR
6514,20250905,1,RECEIPT_AR,6234.14,CZK
6515,20250830,2,RECEIPT_AR,2684.47,EUR
6516,20240309,1,RECEIPT_AR,7087.69,CZK
6517,20240406,2,RECEIPT_AR,119.13,EUR
6518,20241111,1,RECEIPT_AR,2203.77,CZK
6519,20250721,2,RECEIPT_AR,1314.81,EUR
6520,20240908,1,RECEIPT_AR,3423.46,CZK
6521,20251227,2,RECEIPT_AR,5439.23,EUR
6522,20240608,1,RECEIPT_AR,205.9,CZK
6523,20260127,1,RECEIPT_AR,4306.4800000000005,CZK
6524,20250504,2,RECEIPT_AR,2369.5,EUR
6525,20240219,1,RECEIPT_AR,2080.64,CZK
6526,20250213,1,RECEIPT_AR,540.6,CZK
6527,20240809,1,RECEIPT_AR,370.06,CZK
6528,20250227,1,RECEIPT_AR,379.31,CZK
6529,20250817,1,RECEIPT_AR,5118.59,CZK
6530,20240823,2,RECEIPT_AR,231.89,EUR
6531,20240430,1,RECEIPT_AR,3423.18,CZK
6532,20241128,1,RECEIPT_AR,3380.22,CZK
6533,20250621,1,RECEIPT_AR,4099.18,CZK
6534,20250108,2,RECEIPT_AR,997.74,EUR
6535,20251003,1,RECEIPT_AR,545.78,CZK
6536,20251004,1,RECEIPT_AR,1697.15,CZK
6537,20241031,2,RECEIPT_AR,145.69,EUR
6538,20250914,2,RECEIPT_AR,251.94,EUR
6539,20250430,1,RECEIPT_AR,12111.81,CZK
6540,20250109,1,RECEIPT_AR,245.25,CZK
6541,20240301,2,RECEIPT_AR,1526.01,EUR
6542,20251031,1,RECEIPT_AR,7374.92,CZK
6543,20250529,2,RECEIPT_AR,140.36,EUR
6544,20240322,1,RECEIPT_AR,574.42,CZK
6545,20250910,2,RECEIPT_AR,3157.29,EUR
6546,20250722,2,RECEIPT_AR,542.52,EUR
6547,20240601,1,RECEIPT_AR,375.03,CZK
6548,20241231,1,RECEIPT_AR,144.52,CZK
6549,20241103,1,RECEIPT_AR,1161.89,CZK
6550,20250125,1,RECEIPT_AR,429.74,CZK
6551,20250428,2,RECEIPT_AR,3487.84,EUR
6552,20240906,1,RECEIPT_AR,607.39,CZK
6553,20250705,1,RECEIPT_AR,6587.73,CZK
6554,20251016,1,RECEIPT_AR,3590.35,CZK
6555,20250120,1,RECEIPT_AR,221.63,CZK
6556,20240920,2,RECEIPT_AR,4477.02,EUR
6557,20260103,1,RECEIPT_AR,780.39,CZK
6558,20240108,2,RECEIPT_AR,537.59,EUR
6559,20240805,1,RECEIPT_AR,327.3,CZK
6560,20240314,2,RECEIPT_AR,1555.2,EUR
6561,20240219,1,RECEIPT_AR,3441.62,CZK
6562,20240219,1,RECEIPT_AR,254.4,CZK
6563,20240815,1,RECEIPT_AR,6564.64,CZK
6564,20240425,1,RECEIPT_AR,3346.26,CZK
6565,20260115,1,RECEIPT_AR,2086.61,CZK
6566,20240312,1,RECEIPT_AR,251.78,CZK
6567,20240401,1,RECEIPT_AR,295.92,CZK
6568,20250726,1,RECEIPT_AR,8236.73,CZK
6569,20250405,1,RECEIPT_AR,1492.58,CZK
6570,20240910,1,RECEIPT_AR,4300.61,CZK
6571,20240328,1,RECEIPT_AR,2956.19,CZK
6572,20241128,2,RECEIPT_AR,3383.62,EUR
6573,20240212,1,RECEIPT_AR,1419.18,CZK
6574,20240909,1,RECEIPT_AR,5514.83,CZK
6575,20240515,2,RECEIPT_AR,4796.3,EUR
6576,20240422,1,RECEIPT_AR,4126.96,CZK
6577,20240510,2,RECEIPT_AR,129.67,EUR
6578,20250521,1,RECEIPT_AR,5035.01,CZK
6579,20250406,1,RECEIPT_AR,206.61,CZK
6580,20250724,1,RECEIPT_AR,263.01,CZK
6581,20250210,1,RECEIPT_AR,8175.63,CZK
6582,20240314,2,RECEIPT_AR,2867.52,EUR
6583,20250124,1,RECEIPT_AR,1515.7,CZK
6584,20240927,1,RECEIPT_AR,6681.46,CZK
6585,20251213,2,RECEIPT_AR,4695.21,EUR
6586,20251019,1,RECEIPT_AR,8317.04,CZK
6587,20250311,1,RECEIPT_AR,1431.1,CZK
6588,20251020,2,RECEIPT_AR,4436.11,EUR
6589,20250531,1,RECEIPT_AR,1494.53,CZK
6590,20240906,2,RECEIPT_AR,8230.43,EUR
6591,20240201,1,RECEIPT_AR,9188.62,CZK
6592,20250108,1,RECEIPT_AR,5156.95,CZK
6593,20251120,1,RECEIPT_AR,2902.63,CZK
6594,20250812,2,RECEIPT_AR,5835.04,EUR
6595,20240420,1,RECEIPT_AR,3843.25,CZK
6596,20240812,2,RECEIPT_AR,541.75,EUR
6597,20240414,2,RECEIPT_AR,6888.07,EUR
6598,20250320,1,RECEIPT_AR,433.13,CZK
6599,20260114,1,RECEIPT_AR,6004.57,CZK
6600,20240914,1,RECEIPT_AR,423.3,CZK
6601,20240302,1,RECEIPT_AR,2150.48,CZK
6602,20250209,1,RECEIPT_AR,3953.11,CZK
6603,20250925,1,RECEIPT_AR,2334.86,CZK
6604,20240401,1,RECEIPT_AR,12124.92,CZK
6605,20240417,1,RECEIPT_AR,7460.89,CZK
6606,20260202,2,RECEIPT_AR,4843.14,EUR
6607,20240617,2,RECEIPT_AR,3681.64,EUR
6608,20251122,1,RECEIPT_AR,375.47,CZK
6609,20240808,1,RECEIPT_AR,2190.93,CZK
6610,20250508,1,RECEIPT_AR,4455.79,CZK
6611,20250112,1,RECEIPT_AR,348.36,CZK
6612,20250926,2,RECEIPT_AR,1597.79,EUR
6613,20241020,1,RECEIPT_AR,299.08,CZK
6614,20240308,1,RECEIPT_AR,509.95,CZK
6615,20241217,1,RECEIPT_AR,1696.7,CZK
6616,20260210,1,RECEIPT_AR,6016.43,CZK
6617,20240925,1,RECEIPT_AR,2450.67,CZK
