plan_line_id,version,month_key,entity_id,cost_center_id,account_id,amount
540,PLAN_2026,20260101,1,20,6,-66065.13
541,PLAN_2026,20260101,1,30,6,-81348.62
542,PLAN_2026,20260101,1,40,6,-67031.1
543,PLAN_2026,20260101,1,10,7,-58551.67
544,PLAN_2026,20260101,1,20,7,-72030.04
545,PLAN_2026,20260101,1,30,7,-94553.8
546,PLAN_2026,20260101,1,40,7,-62729.95
547,PLAN_2026,20260101,1,10,8,-88604.55
548,PLAN_2026,20260101,1,20,8,-88384.09
549,PLAN_2026,20260101,1,30,8,-65352.25
550,PLAN_2026,20260101,1,40,8,-72764.43
551,PLAN_2026,20260101,2,10,1,205626.66
552,PLAN_2026,20260101,2,20,1,171145.97
553,PLAN_2026,20260101,2,10,2,257310.14
554,PLAN_2026,20260101,2,20,2,240251.51
555,PLAN_2026,20260101,2,10,3,-41343.71
556,PLAN_2026,20260101,2,10,4,-61734.1
557,PLAN_2026,20260101,2,10,5,-73440.27
558,PLAN_2026,20260101,2,20,5,-66581.27
559,PLAN_2026,20260101,2,30,5,-131247.36
560,PLAN_2026,20260101,2,40,5,-67780.62
561,PLAN_2026,20260101,2,10,6,-70330.59
562,PLAN_2026,20260101,2,20,6,-60854.09
563,PLAN_2026,20260101,2,30,6,-64251.22
564,PLAN_2026,20260101,2,40,6,-81692.19
565,PLAN_2026,20260101,2,10,7,-60400.13
566,PLAN_2026,20260101,2,20,7,-75893.66
567,PLAN_2026,20260101,2,30,7,-55235.26
568,PLAN_2026,20260101,2,40,7,-61936.75
569,PLAN_2026,20260101,2,10,8,-67544.63
570,PLAN_2026,20260101,2,20,8,-84606.08
571,PLAN_2026,20260101,2,30,8,-70207.72
572,PLAN_2026,20260101,2,40,8,-86877.11
573,PLAN_2026,20260201,1,10,1,391405.14
574,PLAN_2026,20260201,1,20,1,443583.4
575,PLAN_2026,20260201,1,10,2,416843.26
576,PLAN_2026,20260201,1,20,2,447301.11
577,PLAN_2026,20260201,1,10,3,-122972.07
578,PLAN_2026,20260201,1,10,4,-89733.99
579,PLAN_2026,20260201,1,10,5,-81526.41
580,PLAN_2026,20260201,1,20,5,-64904.89
581,PLAN_2026,20260201,1,30,5,-129316.17
582,PLAN_2026,20260201,1,40,5,-112496.54
583,PLAN_2026,20260201,1,10,6,-67163.67
584,PLAN_2026,20260201,1,20,6,-72419.08
585,PLAN_2026,20260201,1,30,6,-74557.42
586,PLAN_2026,20260201,1,40,6,-56504.8
587,PLAN_2026,20260201,1,10,7,-70286.48
588,PLAN_2026,20260201,1,20,7,-56046.34
589,PLAN_2026,20260201,1,30,7,-82409.58
590,PLAN_2026,20260201,1,40,7,-72545.35
591,PLAN_2026,20260201,1,10,8,-74026.49
592,PLAN_2026,20260201,1,20,8,-73817.2
593,PLAN_2026,20260201,1,30,8,-41081.48
594,PLAN_2026,20260201,1,40,8,-52757.74
595,PLAN_2026,20260201,2,10,1,193170.27
596,PLAN_2026,20260201,2,20,1,286048.52
597,PLAN_2026,20260201,2,10,2,216341.07
598,PLAN_2026,20260201,2,20,2,254048.2
599,PLAN_2026,20260201,2,10,3,-63340.96
600,PLAN_2026,20260201,2,10,4,-84288.79
601,PLAN_2026,20260201,2,10,5,-65651.97
602,PLAN_2026,20260201,2,20,5,-45332.74
603,PLAN_2026,20260201,2,30,5,-122264.46
604,PLAN_2026,20260201,2,40,5,-76025.48
605,PLAN_2026,20260201,2,10,6,-68745.47
606,PLAN_2026,20260201,2,20,6,-65892.74
607,PLAN_2026,20260201,2,30,6,-76979.06
608,PLAN_2026,20260201,2,40,6,-56517.43
609,PLAN_2026,20260201,2,10,7,-83035.95
610,PLAN_2026,20260201,2,20,7,-71263.45
611,PLAN_2026,20260201,2,30,7,-62505.22
612,PLAN_2026,20260201,2,40,7,-109348.65
613,PLAN_2026,20260201,2,10,8,-60613.92
614,PLAN_2026,20260201,2,20,8,-57680.28
615,PLAN_2026,20260201,2,30,8,-64945.58
616,PLAN_2026,20260201,2,40,8,-69007.76
617,PLAN_2026,20260301,1,10,1,464378.16
618,PLAN_2026,20260301,1,20,1,457756.3
619,PLAN_2026,20260301,1,10,2,439709.11
620,PLAN_2026,20260301,1,20,2,413745.94
621,PLAN_2026,20260301,1,10,3,-112569.04
622,PLAN_2026,20260301,1,10,4,-114870.52
623,PLAN_2026,20260301,1,10,5,-63422.45
624,PLAN_2026,20260301,1,20,5,-72555.33
625,PLAN_2026,20260301,1,30,5,-119268.06
626,PLAN_2026,20260301,1,40,5,-82552.04
627,PLAN_2026,20260301,1,10,6,-80169.81
628,PLAN_2026,20260301,1,20,6,-53303.92
629,PLAN_2026,20260301,1,30,6,-69553.53
630,PLAN_2026,20260301,1,40,6,-43230.24
631,PLAN_2026,20260301,1,10,7,-62510.7
632,PLAN_2026,20260301,1,20,7,-92079.44
633,PLAN_2026,20260301,1,30,7,-74517.99
634,PLAN_2026,20260301,1,40,7,-88346.6
635,PLAN_2026,20260301,1,10,8,-60527.63
636,PLAN_2026,20260301,1,20,8,-86853.12
637,PLAN_2026,20260301,1,30,8,-76539.04
638,PLAN_2026,20260301,1,40,8,-74206.01
639,PLAN_2026,20260301,2,10,1,328964.82
640,PLAN_2026,20260301,2,20,1,159197.94
641,PLAN_2026,20260301,2,10,2,160551.1
642,PLAN_2026,20260301,2,20,2,268606.14
643,PLAN_2026,20260301,2,10,3,-96474.41
644,PLAN_2026,20260301,2,10,4,-69597.82
645,PLAN_2026,20260301,2,10,5,-85279.37
646,PLAN_2026,20260301,2,20,5,-91839.5
647,PLAN_2026,20260301,2,30,5,-149869.55
648,PLAN_2026,20260301,2,40,5,-50829.61
649,PLAN_2026,20260301,2,10,6,-71244.45
650,PLAN_2026,20260301,2,20,6,-43268.76
651,PLAN_2026,20260301,2,30,6,-80318.84
652,PLAN_2026,20260301,2,40,6,-56001.66
653,PLAN_2026,20260301,2,10,7,-72214.59
654,PLAN_2026,20260301,2,20,7,-81930.9
655,PLAN_2026,20260301,2,30,7,-97491.82
656,PLAN_2026,20260301,2,40,7,-77730.71
657,PLAN_2026,20260301,2,10,8,-75207.93
658,PLAN_2026,20260301,2,20,8,-61304.79
659,PLAN_2026,20260301,2,30,8,-63973.88
660,PLAN_2026,20260301,2,40,8,-103422.82
661,PLAN_2026,20260401,1,10,1,469947.87
662,PLAN_2026,20260401,1,20,1,476784.43
663,PLAN_2026,20260401,1,10,2,466599.07
664,PLAN_2026,20260401,1,20,2,404601.06
665,PLAN_2026,20260401,1,10,3,-150821.58
666,PLAN_2026,20260401,1,10,4,-224071.55
667,PLAN_2026,20260401,1,10,5,-25805.48
668,PLAN_2026,20260401,1,20,5,-79432.03
669,PLAN_2026,20260401,1,30,5,-116619.5
670,PLAN_2026,20260401,1,40,5,-63076.13
671,PLAN_2026,20260401,1,10,6,-61099.07
672,PLAN_2026,20260401,1,20,6,-64175.95
673,PLAN_2026,20260401,1,30,6,-68346.29
674,PLAN_2026,20260401,1,40,6,-76136.82
675,PLAN_2026,20260401,1,10,7,-69815.61
676,PLAN_2026,20260401,1,20,7,-70576.83
677,PLAN_2026,20260401,1,30,7,-70074.18
678,PLAN_2026,20260401,1,40,7,-87545.28
679,PLAN_2026,20260401,1,10,8,-63298.51
680,PLAN_2026,20260401,1,20,8,-78275.27
681,PLAN_2026,20260401,1,30,8,-64351.07
682,PLAN_2026,20260401,1,40,8,-69580.15
683,PLAN_2026,20260401,2,10,1,289270.75
684,PLAN_2026,20260401,2,20,1,154823.75
685,PLAN_2026,20260401,2,10,2,191636.71
686,PLAN_2026,20260401,2,20,2,269738.43
687,PLAN_2026,20260401,2,10,3,-69253.43
688,PLAN_2026,20260401,2,10,4,-76691.59
689,PLAN_2026,20260401,2,10,5,-73857.42
690,PLAN_2026,20260401,2,20,5,-63730.75
691,PLAN_2026,20260401,2,30,5,-117543.11
692,PLAN_2026,20260401,2,40,5,-70367.17
693,PLAN_2026,20260401,2,10,6,-53847.17
694,PLAN_2026,20260401,2,20,6,-67221.44
695,PLAN_2026,20260401,2,30,6,-38783.04
696,PLAN_2026,20260401,2,40,6,-96566.02
697,PLAN_2026,20260401,2,10,7,-72109.47
698,PLAN_2026,20260401,2,20,7,-78026.73
699,PLAN_2026,20260401,2,30,7,-84666.9
700,PLAN_2026,20260401,2,40,7,-65100.28
701,PLAN_2026,20260401,2,10,8,-60940.32
702,PLAN_2026,20260401,2,20,8,-82346.84
703,PLAN_2026,20260401,2,30,8,-85928.68
704,PLAN_2026,20260401,2,40,8,-56204.21
705,PLAN_2026,20260501,1,10,1,482514.9
706,PLAN_2026,20260501,1,20,1,465419.96
707,PLAN_2026,20260501,1,10,2,403357.07
708,PLAN_2026,20260501,1,20,2,502361.67
709,PLAN_2026,20260501,1,10,3,-138429.03
710,PLAN_2026,20260501,1,10,4,-89012.94
711,PLAN_2026,20260501,1,10,5,-55595.47
712,PLAN_2026,20260501,1,20,5,-51934.83
713,PLAN_2026,20260501,1,30,5,-128713.63
714,PLAN_2026,20260501,1,40,5,-66445.05
715,PLAN_2026,20260501,1,10,6,-62273.97
716,PLAN_2026,20260501,1,20,6,-91982.56
717,PLAN_2026,20260501,1,30,6,-77980.54
718,PLAN_2026,20260501,1,40,6,-66587.6
719,PLAN_2026,20260501,1,10,7,-62214.82
720,PLAN_2026,20260501,1,20,7,-50237.76
721,PLAN_2026,20260501,1,30,7,-67341.25
722,PLAN_2026,20260501,1,40,7,-62491.88
723,PLAN_2026,20260501,1,10,8,-69572.15
724,PLAN_2026,20260501,1,20,8,-82001.63
725,PLAN_2026,20260501,1,30,8,-73424.93
726,PLAN_2026,20260501,1,40,8,-74351.53
727,PLAN_2026,20260501,2,10,1,222250.37
728,PLAN_2026,20260501,2,20,1,178272.06
729,PLAN_2026,20260501,2,10,2,151312.73
730,PLAN_2026,20260501,2,20,2,172353.1
731,PLAN_2026,20260501,2,10,3,-77770.17
732,PLAN_2026,20260501,2,10,4,-40188.22
733,PLAN_2026,20260501,2,10,5,-74704.83
734,PLAN_2026,20260501,2,20,5,-81954.96
735,PLAN_2026,20260501,2,30,5,-104058.6
736,PLAN_2026,20260501,2,40,5,-88297.05
737,PLAN_2026,20260501,2,10,6,-73972.3
738,PLAN_2026,20260501,2,20,6,-88526.13
739,PLAN_2026,20260501,2,30,6,-40814.65
740,PLAN_2026,20260501,2,40,6,-99562.9
741,PLAN_2026,20260501,2,10,7,-62677.36
742,PLAN_2026,20260501,2,20,7,-64015.22
743,PLAN_2026,20260501,2,30,7,-60570.72
744,PLAN_2026,20260501,2,40,7,-52776.52
745,PLAN_2026,20260501,2,10,8,-64264.45
746,PLAN_2026,20260501,2,20,8,-59805.38
747,PLAN_2026,20260501,2,30,8,-75149.05
748,PLAN_2026,20260501,2,40,8,-63934.39
749,PLAN_2026,20260601,1,10,1,515184.25
750,PLAN_2026,20260601,1,20,1,454259.34
751,PLAN_2026,20260601,1,10,2,449200.9
752,PLAN_2026,20260601,1,20,2,400819.66
753,PLAN_2026,20260601,1,10,3,-175838.67
754,PLAN_2026,20260601,1,10,4,-133625.05
755,PLAN_2026,20260601,1,10,5,-61541.11
756,PLAN_2026,20260601,1,20,5,-82028.74
757,PLAN_2026,20260601,1,30,5,-95020.81
758,PLAN_2026,20260601,1,40,5,-73491.94
759,PLAN_2026,20260601,1,10,6,-78497.41
760,PLAN_2026,20260601,1,20,6,-68805.12
761,PLAN_2026,20260601,1,30,6,-67481.18
762,PLAN_2026,20260601,1,40,6,-46131.39
763,PLAN_2026,20260601,1,10,7,-46229.11
764,PLAN_2026,20260601,1,20,7,-105027.44
765,PLAN_2026,20260601,1,30,7,-66339.83
766,PLAN_2026,20260601,1,40,7,-61699.16
767,PLAN_2026,20260601,1,10,8,-89773.74
768,PLAN_2026,20260601,1,20,8,-85186.03
769,PLAN_2026,20260601,1,30,8,-71958.08
770,PLAN_2026,20260601,1,40,8,-79007.94
771,PLAN_2026,20260601,2,10,1,184228.27
772,PLAN_2026,20260601,2,20,1,211275.15
773,PLAN_2026,20260601,2,10,2,258538.74
774,PLAN_2026,20260601,2,20,2,248395.58
775,PLAN_2026,20260601,2,10,3,-40699.36
776,PLAN_2026,20260601,2,10,4,-101468.37
777,PLAN_2026,20260601,2,10,5,-90140.83
778,PLAN_2026,20260601,2,20,5,-75541.58
779,PLAN_2026,20260601,2,30,5,-81629.75
780,PLAN_2026,20260601,2,40,5,-92880.05
781,PLAN_2026,20260601,2,10,6,-64845.49
782,PLAN_2026,20260601,2,20,6,-66144.64
783,PLAN_2026,20260601,2,30,6,-41866.12
784,PLAN_2026,20260601,2,40,6,-56200.46
785,PLAN_2026,20260601,2,10,7,-91060.42
786,PLAN_2026,20260601,2,20,7,-76711.81
787,PLAN_2026,20260601,2,30,7,-54258.33
788,PLAN_2026,20260601,2,40,7,-74393.41
789,PLAN_2026,20260601,2,10,8,-60697.5
790,PLAN_2026,20260601,2,20,8,-42932.62
791,PLAN_2026,20260601,2,30,8,-82232.5
792,PLAN_2026,20260601,2,40,8,-80199.21
793,PLAN_2026,20260701,1,10,1,455972.89
794,PLAN_2026,20260701,1,20,1,413254.37
795,PLAN_2026,20260701,1,10,2,462400.14
796,PLAN_2026,20260701,1,20,2,432877.16
797,PLAN_2026,20260701,1,10,3,-147384.73
798,PLAN_2026,20260701,1,10,4,-156397.87
799,PLAN_2026,20260701,1,10,5,-83099.73
800,PLAN_2026,20260701,1,20,5,-46089.55
801,PLAN_2026,20260701,1,30,5,-92169.77
802,PLAN_2026,20260701,1,40,5,-57806.01
803,PLAN_2026,20260701,1,10,6,-50864.73
804,PLAN_2026,20260701,1,20,6,-67881.38
805,PLAN_2026,20260701,1,30,6,-80164.02
806,PLAN_2026,20260701,1,40,6,-69453.01
807,PLAN_2026,20260701,1,10,7,-72488.03
808,PLAN_2026,20260701,1,20,7,-90288.36
809,PLAN_2026,20260701,1,30,7,-54202.85
810,PLAN_2026,20260701,1,40,7,-65016.06
811,PLAN_2026,20260701,1,10,8,-62719.11
812,PLAN_2026,20260701,1,20,8,-65050.2
813,PLAN_2026,20260701,1,30,8,-61850.69
814,PLAN_2026,20260701,1,40,8,-97966.25
815,PLAN_2026,20260701,2,10,1,136323.46
816,PLAN_2026,20260701,2,20,1,214769.42
817,PLAN_2026,20260701,2,10,2,222898.28
818,PLAN_2026,20260701,2,20,2,216239.38
819,PLAN_2026,20260701,2,10,3,-95983.85
820,PLAN_2026,20260701,2,10,4,-54260.49
821,PLAN_2026,20260701,2,10,5,-76447.9
822,PLAN_2026,20260701,2,20,5,-70364.59
823,PLAN_2026,20260701,2,30,5,-132585.79
824,PLAN_2026,20260701,2,40,5,-48327.75
825,PLAN_2026,20260701,2,10,6,-63341.1
826,PLAN_2026,20260701,2,20,6,-68489.43
827,PLAN_2026,20260701,2,30,6,-53132.9
828,PLAN_2026,20260701,2,40,6,-53063.94
829,PLAN_2026,20260701,2,10,7,-62241.7
830,PLAN_2026,20260701,2,20,7,-49194.95
831,PLAN_2026,20260701,2,30,7,-82536.11
832,PLAN_2026,20260701,2,40,7,-67688.14
833,PLAN_2026,20260701,2,10,8,-93220.81
834,PLAN_2026,20260701,2,20,8,-47582.66
835,PLAN_2026,20260701,2,30,8,-81572.79
836,PLAN_2026,20260701,2,40,8,-69981.31
837,PLAN_2026,20260801,1,10,1,530046.07
838,PLAN_2026,20260801,1,20,1,463832.02
839,PLAN_2026,20260801,1,10,2,535138.35
840,PLAN_2026,20260801,1,20,2,431112.39
841,PLAN_2026,20260801,1,10,3,-136313.12
842,PLAN_2026,20260801,1,10,4,-129941.34
843,PLAN_2026,20260801,1,10,5,-82166.5
844,PLAN_2026,20260801,1,20,5,-71688.34
845,PLAN_2026,20260801,1,30,5,-68979.19
846,PLAN_2026,20260801,1,40,5,-72048.58
847,PLAN_2026,20260801,1,10,6,-84212.23
848,PLAN_2026,20260801,1,20,6,-41478.69
849,PLAN_2026,20260801,1,30,6,-88404.48
850,PLAN_2026,20260801,1,40,6,-71767.67
851,PLAN_2026,20260801,1,10,7,-69562.16
852,PLAN_2026,20260801,1,20,7,-73974.77
853,PLAN_2026,20260801,1,30,7,-70470.95
854,PLAN_2026,20260801,1,40,7,-87125.75
855,PLAN_2026,20260801,1,10,8,-73258.19
856,PLAN_2026,20260801,1,20,8,-60636.04
857,PLAN_2026,20260801,1,30,8,-82369.94
858,PLAN_2026,20260801,1,40,8,-59111.56
859,PLAN_2026,20260801,2,10,1,240466.2
860,PLAN_2026,20260801,2,20,1,209038.65
861,PLAN_2026,20260801,2,10,2,290132.54
862,PLAN_2026,20260801,2,20,2,256273.86
863,PLAN_2026,20260801,2,10,3,-48781.2
864,PLAN_2026,20260801,2,10,4,-99170.4
865,PLAN_2026,20260801,2,10,5,-85383.6
866,PLAN_2026,20260801,2,20,5,-48180.13
867,PLAN_2026,20260801,2,30,5,-84729.67
868,PLAN_2026,20260801,2,40,5,-90211.99
869,PLAN_2026,20260801,2,10,6,-78525.38
870,PLAN_2026,20260801,2,20,6,-52020.62
871,PLAN_2026,20260801,2,30,6,-46025.71
872,PLAN_2026,20260801,2,40,6,-92992.14
873,PLAN_2026,20260801,2,10,7,-61793.31
874,PLAN_2026,20260801,2,20,7,-68272.28
875,PLAN_2026,20260801,2,30,7,-74248.89
876,PLAN_2026,20260801,2,40,7,-34716.35
877,PLAN_2026,20260801,2,10,8,-69147.5
878,PLAN_2026,20260801,2,20,8,-50351.45
879,PLAN_2026,20260801,2,30,8,-130387.56
880,PLAN_2026,20260801,2,40,8,-107061.91
881,PLAN_2026,20260901,1,10,1,439735.55
882,PLAN_2026,20260901,1,20,1,582219.54
883,PLAN_2026,20260901,1,10,2,555436.6
884,PLAN_2026,20260901,1,20,2,442462.6
885,PLAN_2026,20260901,1,10,3,-174054.53
886,PLAN_2026,20260901,1,10,4,-94637.84
887,PLAN_2026,20260901,1,10,5,-86226.31
888,PLAN_2026,20260901,1,20,5,-72911.32
889,PLAN_2026,20260901,1,30,5,-138212.92
890,PLAN_2026,20260901,1,40,5,-61161.11
891,PLAN_2026,20260901,1,10,6,-52492.58
892,PLAN_2026,20260901,1,20,6,-65498.04
893,PLAN_2026,20260901,1,30,6,-80169.07
894,PLAN_2026,20260901,1,40,6,-67371.85
895,PLAN_2026,20260901,1,10,7,-94897.22
896,PLAN_2026,20260901,1,20,7,-49005.24
897,PLAN_2026,20260901,1,30,7,-87681.96
898,PLAN_2026,20260901,1,40,7,-87170.66
899,PLAN_2026,20260901,1,10,8,-52419.82
900,PLAN_2026,20260901,1,20,8,-54727.87
901,PLAN_2026,20260901,1,30,8,-45237.92
902,PLAN_2026,20260901,1,40,8,-81509.67
903,PLAN_2026,20260901,2,10,1,204773.69
904,PLAN_2026,20260901,2,20,1,152030.03
905,PLAN_2026,20260901,2,10,2,258137.47
906,PLAN_2026,20260901,2,20,2,234574.92
907,PLAN_2026,20260901,2,10,3,-68834.84
908,PLAN_2026,20260901,2,10,4,-61866.28
909,PLAN_2026,20260901,2,10,5,-66244.74
910,PLAN_2026,20260901,2,20,5,-85805.26
911,PLAN_2026,20260901,2,30,5,-133354.51
912,PLAN_2026,20260901,2,40,5,-77302.29
913,PLAN_2026,20260901,2,10,6,-82397.48
914,PLAN_2026,20260901,2,20,6,-84202.1
915,PLAN_2026,20260901,2,30,6,-62252.01
916,PLAN_2026,20260901,2,40,6,-74608.27
917,PLAN_2026,20260901,2,10,7,-89542.92
918,PLAN_2026,20260901,2,20,7,-37943.25
919,PLAN_2026,20260901,2,30,7,-86117.35
920,PLAN_2026,20260901,2,40,7,-103656.83
921,PLAN_2026,20260901,2,10,8,-72706.78
922,PLAN_2026,20260901,2,20,8,-55121.74
923,PLAN_2026,20260901,2,30,8,-58500.02
924,PLAN_2026,20260901,2,40,8,-85206.86
925,PLAN_2026,20261001,1,10,1,513180.35
926,PLAN_2026,20261001,1,20,1,565413.94
927,PLAN_2026,20261001,1,10,2,487554.93
928,PLAN_2026,20261001,1,20,2,453791.12
929,PLAN_2026,20261001,1,10,3,-131613.92
930,PLAN_2026,20261001,1,10,4,-130079.21
931,PLAN_2026,20261001,1,10,5,-65297.61
932,PLAN_2026,20261001,1,20,5,-60953.12
933,PLAN_2026,20261001,1,30,5,-92806.66
934,PLAN_2026,20261001,1,40,5,-76811.55
935,PLAN_2026,20261001,1,10,6,-85841.56
936,PLAN_2026,20261001,1,20,6,-36026.65
937,PLAN_2026,20261001,1,30,6,-65890.76
938,PLAN_2026,20261001,1,40,6,-73854.54
939,PLAN_2026,20261001,1,10,7,-95988.82
940,PLAN_2026,20261001,1,20,7,-44326.31
941,PLAN_2026,20261001,1,30,7,-67576.21
942,PLAN_2026,20261001,1,40,7,-80515.56
943,PLAN_2026,20261001,1,10,8,-75443.15
944,PLAN_2026,20261001,1,20,8,-74988.0
945,PLAN_2026,20261001,1,30,8,-92759.19
946,PLAN_2026,20261001,1,40,8,-83856.93
947,PLAN_2026,20261001,2,10,1,275780.82
948,PLAN_2026,20261001,2,20,1,213350.82
949,PLAN_2026,20261001,2,10,2,155586.28
950,PLAN_2026,20261001,2,20,2,169825.76
951,PLAN_2026,20261001,2,10,3,-35470.17
952,PLAN_2026,20261001,2,10,4,-34643.01
953,PLAN_2026,20261001,2,10,5,-92746.47
954,PLAN_2026,20261001,2,20,5,-62555.93
955,PLAN_2026,20261001,2,30,5,-103194.97
956,PLAN_2026,20261001,2,40,5,-59938.35
957,PLAN_2026,20261001,2,10,6,-60265.38
958,PLAN_2026,20261001,2,20,6,-60319.84
959,PLAN_2026,20261001,2,30,6,-57154.59
960,PLAN_2026,20261001,2,40,6,-75569.07
961,PLAN_2026,20261001,2,10,7,-67629.65
962,PLAN_2026,20261001,2,20,7,-73889.08
963,PLAN_2026,20261001,2,30,7,-66442.78
964,PLAN_2026,20261001,2,40,7,-43523.94
965,PLAN_2026,20261001,2,10,8,-98247.76
966,PLAN_2026,20261001,2,20,8,-84802.89
967,PLAN_2026,20261001,2,30,8,-76171.19
968,PLAN_2026,20261001,2,40,8,-91101.83
969,PLAN_2026,20261101,1,10,1,458527.38
970,PLAN_2026,20261101,1,20,1,521051.22
971,PLAN_2026,20261101,1,10,2,447604.41
972,PLAN_2026,20261101,1,20,2,443669.07
973,PLAN_2026,20261101,1,10,3,-188271.54
974,PLAN_2026,20261101,1,10,4,-149867.68
975,PLAN_2026,20261101,1,10,5,-58432.6
976,PLAN_2026,20261101,1,20,5,-89885.11
977,PLAN_2026,20261101,1,30,5,-131455.27
978,PLAN_2026,20261101,1,40,5,-74741.15
979,PLAN_2026,20261101,1,10,6,-63353.24
980,PLAN_2026,20261101,1,20,6,-57633.76
981,PLAN_2026,20261101,1,30,6,-94679.48
982,PLAN_2026,20261101,1,40,6,-83149.19
983,PLAN_2026,20261101,1,10,7,-70572.07
984,PLAN_2026,20261101,1,20,7,-81668.44
985,PLAN_2026,20261101,1,30,7,-67768.18
986,PLAN_2026,20261101,1,40,7,-101828.95
987,PLAN_2026,20261101,1,10,8,-100987.45
988,PLAN_2026,20261101,1,20,8,-75746.26
989,PLAN_2026,20261101,1,30,8,-84944.42
990,PLAN_2026,20261101,1,40,8,-79713.42
991,PLAN_2026,20261101,2,10,1,214383.43
992,PLAN_2026,20261101,2,20,1,215298.37
993,PLAN_2026,20261101,2,10,2,202258.21
994,PLAN_2026,20261101,2,20,2,222467.89
995,PLAN_2026,20261101,2,10,3,-36248.21
996,PLAN_2026,20261101,2,10,4,-20698.93
997,PLAN_2026,20261101,2,10,5,-60127.7
998,PLAN_2026,20261101,2,20,5,-56456.2
999,PLAN_2026,20261101,2,30,5,-138855.36
1000,PLAN_2026,20261101,2,40,5,-65064.47
1001,PLAN_2026,20261101,2,10,6,-67130.43
1002,PLAN_2026,20261101,2,20,6,-69824.61
1003,PLAN_2026,20261101,2,30,6,-74015.52
1004,PLAN_2026,20261101,2,40,6,-57578.63
1005,PLAN_2026,20261101,2,10,7,-87313.38
1006,PLAN_2026,20261101,2,20,7,-67057.52
1007,PLAN_2026,20261101,2,30,7,-72302.31
1008,PLAN_2026,20261101,2,40,7,-78734.91
1009,PLAN_2026,20261101,2,10,8,-81224.43
1010,PLAN_2026,20261101,2,20,8,-67202.52
1011,PLAN_2026,20261101,2,30,8,-80024.63
1012,PLAN_2026,20261101,2,40,8,-64916.0
1013,PLAN_2026,20261201,1,10,1,465280.69
1014,PLAN_2026,20261201,1,20,1,428344.52
1015,PLAN_2026,20261201,1,10,2,420228.25
1016,PLAN_2026,20261201,1,20,2,382197.39
1017,PLAN_2026,20261201,1,10,3,-145249.32
1018,PLAN_2026,20261201,1,10,4,-112095.11
1019,PLAN_2026,20261201,1,10,5,-93254.14
1020,PLAN_2026,20261201,1,20,5,-66468.04
1021,PLAN_2026,20261201,1,30,5,-142461.15
1022,PLAN_2026,20261201,1,40,5,-64781.8
1023,PLAN_2026,20261201,1,10,6,-53079.17
1024,PLAN_2026,20261201,1,20,6,-83428.51
1025,PLAN_2026,20261201,1,30,6,-52255.98
1026,PLAN_2026,20261201,1,40,6,-70531.59
1027,PLAN_2026,20261201,1,10,7,-102677.14
1028,PLAN_2026,20261201,1,20,7,-73571.78
1029,PLAN_2026,20261201,1,30,7,-57759.25
1030,PLAN_2026,20261201,1,40,7,-74433.7
1031,PLAN_2026,20261201,1,10,8,-68149.78
1032,PLAN_2026,20261201,1,20,8,-71511.7
1033,PLAN_2026,20261201,1,30,8,-53838.31
1034,PLAN_2026,20261201,1,40,8,-60723.81
1035,PLAN_2026,20261201,2,10,1,298208.45
1036,PLAN_2026,20261201,2,20,1,244493.07
1037,PLAN_2026,20261201,2,10,2,226095.77
1038,PLAN_2026,20261201,2,20,2,186019.83
1039,PLAN_2026,20261201,2,10,3,-59413.12
1040,PLAN_2026,20261201,2,10,4,-77572.88
1041,PLAN_2026,20261201,2,10,5,-89397.63
1042,PLAN_2026,20261201,2,20,5,-73275.2
1043,PLAN_2026,20261201,2,30,5,-63664.12
1044,PLAN_2026,20261201,2,40,5,-64657.61
1045,PLAN_2026,20261201,2,10,6,-55664.99
1046,PLAN_2026,20261201,2,20,6,-57082.92
1047,PLAN_2026,20261201,2,30,6,-64442.78
1048,PLAN_2026,20261201,2,40,6,-50548.44
1049,PLAN_2026,20261201,2,10,7,-65034.03
1050,PLAN_2026,20261201,2,20,7,-82486.37
1051,PLAN_2026,20261201,2,30,7,-46371.47
1052,PLAN_2026,20261201,2,40,7,-92047.86
1053,PLAN_2026,20261201,2,10,8,-58050.03
1054,PLAN_2026,20261201,2,20,8,-74351.6
1055,PLAN_2026,20261201,2,30,8,-65465.79
1056,PLAN_2026,20261201,2,40,8,-62009.21
1057,FCST_W01_2026,20250101,1,10,1,404500.1
1058,FCST_W01_2026,20250101,1,20,1,370969.85
1059,FCST_W01_2026,20250101,1,10,2,403781.7
1060,FCST_W01_2026,20250101,1,20,2,439141.71
1061,FCST_W01_2026,20250101,1,10,3,-109178.01
1062,FCST_W01_2026,20250101,1,10,4,-147820.7
1063,FCST_W01_2026,20250101,1,10,5,-54123.98
1064,FCST_W01_2026,20250101,1,20,5,-61971.06
1065,FCST_W01_2026,20250101,1,30,5,-138618.83
1066,FCST_W01_2026,20250101,1,40,5,-75125.63
1067,FCST_W01_2026,20250101,1,10,6,-74027.06
1068,FCST_W01_2026,20250101,1,20,6,-45212.17
1069,FCST_W01_2026,20250101,1,30,6,-75094.98
1070,FCST_W01_2026,20250101,1,40,6,-65863.06
1071,FCST_W01_2026,20250101,1,10,7,-102647.59
1072,FCST_W01_2026,20250101,1,20,7,-74364.11
1073,FCST_W01_2026,20250101,1,30,7,-83198.13
1074,FCST_W01_2026,20250101,1,40,7,-60077.03
1075,FCST_W01_2026,20250101,1,10,8,-84775.68
