sales_line_id,date_key,entity_id,customer_id,product_id,channel_id,qty,net_unit_price,net_amount,cogs_amount,currency
5396,20250428,2,173,5,2,1,124.56,124.56,82.29,EUR
5397,20250331,2,240,5,3,3,128.42,385.25,221.89,EUR
5398,20250913,1,809,3,3,2,3737.87,7475.74,2891.8,CZK
5399,20260101,1,1143,1,2,3,1314.78,3944.34,1892.66,CZK
5400,20251009,2,994,1,3,3,1625.32,4875.97,1712.48,EUR
5401,20240622,2,1099,2,2,3,2672.63,8017.89,2750.81,EUR
5402,20250227,1,733,5,1,3,127.25,381.75,229.56,CZK
5403,20250906,1,493,4,1,1,216.63,216.63,118.98,CZK
5404,20240809,1,772,4,3,2,241.09,482.18,228.29,CZK
5405,20250522,1,367,1,2,2,1498.27,2996.55,1302.58,CZK
5406,20240118,1,763,6,3,2,460.58,921.16,621.79,CZK
5407,20251020,1,613,5,2,3,131.7,395.1,207.46,CZK
5408,20250406,1,890,5,1,1,149.43,149.43,80.34,CZK
5409,20250712,2,330,1,2,3,1832.08,5496.24,1915.83,EUR
5410,20250911,1,676,1,2,2,1541.25,3082.5,1190.36,CZK
5411,20240613,1,592,1,3,3,2003.68,6011.05,1710.56,CZK
5412,20241204,1,1007,2,3,1,2639.94,2639.94,914.18,CZK
5413,20251006,1,241,4,1,3,215.52,646.55,326.24,CZK
5414,20240503,1,707,3,2,1,3632.25,3632.25,1483.62,CZK
5415,20250909,2,602,4,2,2,180.22,360.45,222.53,EUR
5416,20240804,1,184,4,3,1,241.01,241.01,112.58,CZK
5417,20250308,1,727,5,2,1,123.15,123.15,73.8,CZK
5418,20250118,1,1063,2,1,2,2000.33,4000.65,1663.77,CZK
5419,20250530,1,485,3,1,2,4017.03,8034.07,3114.67,CZK
5420,20250920,1,136,1,1,3,1799.91,5399.74,1991.14,CZK
5421,20240919,2,887,3,3,1,3727.48,3727.48,1345.11,EUR
5422,20240508,1,1133,5,4,1,141.93,141.93,74.71,CZK
5423,20241113,1,652,1,1,1,1780.11,1780.11,577.76,CZK
5424,20250404,2,415,1,2,2,1480.82,2961.63,1307.29,EUR
5425,20250717,2,497,4,3,3,251.95,755.85,332.43,EUR
5426,20250719,2,1070,1,1,2,2191.23,4382.46,1136.15,EUR
5427,20240912,1,338,5,2,1,128.87,128.87,79.7,CZK
5428,20251203,1,476,3,1,3,4469.22,13407.65,4724.19,CZK
5429,20240303,1,204,6,2,1,498.62,498.62,287.84,CZK
5430,20240328,1,474,1,3,3,1542.45,4627.35,1998.73,CZK
5431,20240119,1,411,1,3,3,1336.95,4010.85,2033.85,CZK
5432,20251126,2,231,5,2,3,121.12,363.35,205.26,EUR
5433,20240515,1,802,2,4,3,2395.2,7185.59,2872.95,CZK
5434,20250327,1,742,1,1,1,1738.55,1738.55,655.33,CZK
5435,20250902,1,394,1,2,3,1565.78,4697.35,2019.94,CZK
5436,20250729,2,739,4,1,1,258.76,258.76,120.22,EUR
5437,20251213,1,1039,4,1,1,236.75,236.75,110.03,CZK
5438,20240210,1,98,4,2,2,152.58,305.16,235.38,CZK
5439,20241101,2,781,2,2,2,2142.21,4284.42,1588.37,EUR
5440,20250115,1,698,1,1,2,1481.25,2962.5,1180.96,CZK
5441,20250606,2,536,2,3,1,2673.41,2673.41,793.09,EUR
5442,20250412,1,239,1,1,1,1729.93,1729.93,644.63,CZK
5443,20250224,2,592,3,1,3,3317.84,9953.53,4593.95,EUR
5444,20240818,1,910,5,1,3,187.31,561.93,205.98,CZK
5445,20240320,1,710,1,1,2,1790.65,3581.31,1225.95,CZK
5446,20241120,1,1005,4,2,3,191.74,575.22,317.31,CZK
5447,20240714,2,397,1,2,2,1950.46,3900.91,1385.74,EUR
5448,20250220,1,483,1,2,1,1229.8,1229.8,569.85,CZK
5449,20250821,2,1161,4,2,2,235.74,471.48,229.8,EUR
5450,20250218,1,1046,6,1,1,489.58,489.58,321.81,CZK
5451,20250313,2,95,2,1,2,2360.77,4721.54,1863.31,EUR
5452,20240201,1,408,3,4,2,3361.76,6723.52,2996.3,CZK
5453,20250429,1,538,5,1,1,138.16,138.16,70.86,CZK
5454,20241126,1,483,4,2,3,188.65,565.96,360.42,CZK
5455,20240402,1,81,5,3,2,131.91,263.83,147.65,CZK
5456,20240609,2,1071,4,2,1,222.63,222.63,115.01,EUR
5457,20250809,2,1136,5,4,2,173.15,346.3,148.73,EUR
5458,20251119,1,1101,1,4,2,1737.85,3475.71,1249.37,CZK
5459,20250116,2,1191,6,3,2,430.24,860.47,603.98,EUR
5460,20260103,1,586,2,1,3,2019.95,6059.85,2430.89,CZK
5461,20240515,1,491,5,3,2,129.4,258.79,142.09,CZK
5462,20240813,2,1084,2,2,3,2534.67,7604.0,2803.1,EUR
5463,20251129,1,755,3,3,2,3679.46,7358.92,2799.37,CZK
5464,20240511,1,119,1,1,1,1736.93,1736.93,592.27,CZK
5465,20250510,2,431,3,1,1,4070.57,4070.57,1502.45,EUR
5466,20240613,1,750,3,2,3,4407.46,13222.38,4843.81,CZK
5467,20240905,1,22,1,2,3,1564.16,4692.47,1992.96,CZK
5468,20241224,2,45,1,2,2,1746.13,3492.26,1376.57,EUR
5469,20240927,1,356,5,3,2,129.96,259.92,140.32,CZK
5470,20251018,1,7,2,3,1,2207.66,2207.66,941.12,CZK
5471,20251231,2,705,1,1,2,2022.53,4045.06,1209.68,EUR
5472,20250110,1,1090,3,1,3,3446.26,10338.79,3995.95,CZK
5473,20250129,1,249,2,2,2,1801.97,3603.94,1809.89,CZK
5474,20240211,1,179,3,2,1,3041.67,3041.67,1615.77,CZK
5475,20240624,2,333,4,1,3,274.31,822.94,310.25,EUR
5476,20240130,1,143,6,1,2,506.6,1013.2,625.36,CZK
5477,20251005,1,320,3,1,1,4121.04,4121.04,1458.79,CZK
5478,20240619,1,146,3,1,1,4881.14,4881.14,1384.46,CZK
5479,20240912,2,743,4,1,2,204.11,408.22,200.94,EUR
5480,20250924,1,1038,6,4,3,598.05,1794.16,939.61,CZK
5481,20250619,1,453,6,4,2,734.02,1468.05,559.38,CZK
5482,20250411,1,623,4,1,3,219.35,658.04,302.74,CZK
5483,20240129,1,1084,5,2,1,106.73,106.73,74.03,CZK
5484,20250226,1,1081,2,3,3,1915.12,5745.35,2644.26,CZK
5485,20250225,1,1135,2,2,2,1829.13,3658.27,1617.13,CZK
5486,20240827,1,454,2,2,1,2659.24,2659.24,805.75,CZK
5487,20250713,1,420,6,1,2,692.53,1385.06,558.04,CZK
5488,20251128,1,855,6,3,1,533.81,533.81,289.01,CZK
5489,20240713,2,630,6,1,2,746.85,1493.7,558.56,EUR
5490,20240905,1,1135,1,2,2,1489.9,2979.8,1363.42,CZK
5491,20240830,1,119,1,1,2,2235.24,4470.48,1277.5,CZK
5492,20250919,1,50,6,3,1,531.34,531.34,282.56,CZK
5493,20240228,1,198,4,3,1,166.53,166.53,113.65,CZK
5494,20251103,1,410,1,2,1,1527.94,1527.94,605.84,CZK
5495,20250805,2,1007,3,1,1,5131.32,5131.32,1343.75,EUR
5496,20241228,1,639,5,2,2,146.55,293.1,143.67,CZK
5497,20250314,2,726,5,2,2,124.67,249.34,152.45,EUR
5498,20251102,1,402,1,2,2,1481.82,2963.64,1297.61,CZK
5499,20250801,1,236,2,2,1,2576.23,2576.23,837.88,CZK
5500,20240726,1,556,5,1,2,180.63,361.26,149.43,CZK
5501,20240207,1,501,1,2,1,1238.48,1238.48,667.89,CZK
5502,20250509,2,1011,2,1,3,2410.33,7230.98,2591.58,EUR
5503,20240419,1,670,5,2,2,128.2,256.4,140.83,CZK
5504,20240307,2,927,4,3,1,197.55,197.55,110.52,EUR
5505,20260107,1,227,2,2,2,1703.63,3407.25,1588.33,CZK
5506,20241221,1,1099,6,3,3,608.33,1824.99,989.0,CZK
5507,20250503,1,607,2,1,3,2483.21,7449.64,2536.9,CZK
5508,20240612,1,609,2,1,3,2960.52,8881.56,2843.49,CZK
5509,20240317,1,882,1,1,3,1720.83,5162.49,1762.69,CZK
5510,20240217,1,177,3,1,1,3375.35,3375.35,1543.48,CZK
5511,20240923,2,197,1,1,2,1753.94,3507.88,1301.28,EUR
5512,20240103,1,388,6,3,2,441.02,882.05,566.04,CZK
5513,20241111,1,142,4,4,2,215.35,430.7,217.56,CZK
5514,20240831,2,45,1,1,1,2083.99,2083.99,657.69,EUR
5515,20250130,1,863,4,1,1,178.3,178.3,111.21,CZK
5516,20250318,2,257,3,1,3,4059.19,12177.57,4217.67,EUR
5517,20240819,2,248,3,3,3,4478.33,13434.99,4398.04,EUR
5518,20241207,1,643,4,3,2,214.28,428.56,223.74,CZK
5519,20240228,2,455,3,4,1,3386.18,3386.18,1495.47,EUR
5520,20240814,1,656,4,4,2,264.46,528.93,199.72,CZK
5521,20260104,1,1182,2,1,2,1959.42,3918.85,1815.18,CZK
5522,20260114,1,401,4,1,2,184.6,369.2,238.57,CZK
5523,20241230,2,789,3,1,3,4517.8,13553.4,4301.91,EUR
5524,20251206,1,79,2,2,2,2422.52,4845.03,1910.17,CZK
5525,20250111,1,1022,2,3,2,1795.69,3591.37,1644.72,CZK
5526,20240404,1,602,6,3,2,533.08,1066.16,634.53,CZK
5527,20251013,1,45,3,1,2,3929.88,7859.76,2935.18,CZK
5528,20241107,1,561,1,1,1,1666.93,1666.93,617.88,CZK
5529,20250404,1,995,2,3,3,2289.66,6868.98,2691.45,CZK
5530,20250502,2,658,5,1,2,148.3,296.6,162.62,EUR
5531,20240819,2,47,4,1,2,261.78,523.57,206.4,EUR
5532,20250704,2,1004,2,3,2,2767.1,5534.2,1634.55,EUR
5533,20250111,1,847,3,1,3,3385.09,10155.27,4465.48,CZK
5534,20241002,1,63,2,1,1,2427.75,2427.75,865.8,CZK
5535,20240811,1,279,2,3,3,2677.55,8032.64,2543.82,CZK
5536,20250714,1,222,5,4,2,179.79,359.58,140.0,CZK
5537,20240706,1,283,2,3,1,2780.69,2780.69,925.35,CZK
5538,20240403,1,387,2,2,1,2027.62,2027.62,804.11,CZK
5539,20251024,2,285,5,3,2,132.84,265.69,143.46,EUR
5540,20240906,1,1189,5,3,1,133.06,133.06,73.32,CZK
5541,20250426,1,592,6,2,2,520.72,1041.44,644.44,CZK
5542,20250622,1,423,1,1,3,2242.13,6726.4,1929.36,CZK
5543,20250921,1,821,1,4,3,1713.46,5140.38,1901.52,CZK
5544,20250414,1,293,3,1,3,4133.77,12401.31,4657.23,CZK
5545,20250615,2,292,4,1,3,271.84,815.53,311.13,EUR
5546,20250920,1,1052,1,1,2,1722.9,3445.8,1214.74,CZK
5547,20251209,1,472,1,1,3,2016.14,6048.41,1708.83,CZK
5548,20240205,1,934,4,1,2,182.52,365.05,232.94,CZK
5549,20250712,1,373,4,1,1,268.24,268.24,115.75,CZK
5550,20240510,2,260,1,1,3,1787.73,5363.19,1853.22,EUR
5551,20251031,2,16,4,1,3,212.52,637.57,314.99,EUR
5552,20240206,1,18,1,4,2,1526.69,3053.39,1338.86,CZK
5553,20240704,2,626,2,2,2,2595.46,5190.93,1708.56,EUR
5554,20240524,1,193,1,1,3,1668.14,5004.43,1757.38,CZK
5555,20250329,2,184,3,3,2,3602.75,7205.5,3035.74,EUR
5556,20240104,1,73,2,4,1,2104.97,2104.97,920.97,CZK
5557,20240113,2,635,1,1,2,1486.13,2972.26,1232.67,EUR
5558,20250113,2,932,3,2,3,3100.63,9301.89,4318.68,EUR
5559,20251230,1,735,4,1,1,241.61,241.61,105.33,CZK
5560,20250131,1,762,3,2,1,3024.93,3024.93,1592.09,CZK
5561,20241130,1,430,1,2,2,1561.87,3123.73,1355.69,CZK
5562,20250509,1,138,2,1,1,2431.36,2431.36,948.01,CZK
5563,20250218,1,245,1,2,3,1294.58,3883.74,2071.37,CZK
5564,20241016,1,237,4,1,3,216.05,648.16,330.46,CZK
5565,20250318,1,378,1,3,2,1607.97,3215.93,1172.87,CZK
5566,20240103,1,1039,2,1,2,1992.07,3984.13,1758.24,CZK
5567,20240702,2,968,2,1,1,2927.97,2927.97,792.59,EUR
5568,20250521,1,924,2,3,1,2156.35,2156.35,871.5,CZK
5569,20240913,1,1132,6,1,1,563.84,563.84,288.22,CZK
5570,20240210,1,1145,1,2,2,1272.9,2545.79,1135.04,CZK
5571,20240403,2,142,1,1,2,1759.9,3519.8,1205.78,EUR
5572,20251012,1,105,4,1,1,209.5,209.5,115.52,CZK
5573,20240904,1,794,3,4,3,3919.85,11759.54,4133.92,CZK
5574,20240118,1,761,6,1,3,481.84,1445.53,896.65,CZK
5575,20250701,1,899,3,1,1,4960.03,4960.03,1536.76,CZK
5576,20250202,2,69,6,3,3,441.41,1324.22,906.24,EUR
5577,20241204,1,304,2,2,3,2480.12,7440.37,2823.11,CZK
5578,20251103,1,153,1,1,1,1787.21,1787.21,573.49,CZK
5579,20240823,1,1049,4,1,2,265.72,531.44,222.55,CZK
5580,20250305,1,800,1,1,1,1697.47,1697.47,583.95,CZK
5581,20250713,1,589,2,1,2,3060.46,6120.92,1758.07,CZK
5582,20250401,1,1011,5,1,3,147.44,442.32,217.79,CZK
5583,20240605,2,231,5,2,1,161.6,161.6,76.1,EUR
5584,20250526,1,555,4,1,3,205.0,615.0,297.24,CZK
5585,20250712,1,97,6,3,1,680.8,680.8,291.44,CZK
5586,20240401,1,873,3,3,2,3773.79,7547.58,3015.68,CZK
5587,20240504,2,200,5,2,1,127.04,127.04,78.82,EUR
5588,20250521,1,1066,5,1,3,144.08,432.24,239.73,CZK
5589,20240330,2,70,1,2,2,1483.79,2967.59,1213.03,EUR
5590,20251023,2,610,1,1,2,1723.94,3447.88,1365.87,EUR
5591,20240323,2,948,4,1,3,205.47,616.42,306.98,EUR
5592,20260101,1,1039,6,2,2,412.51,825.02,659.18,CZK
5593,20250519,2,324,1,4,3,1712.92,5138.75,2075.36,EUR
5594,20241128,2,1158,1,1,3,1729.35,5188.06,1944.28,EUR
5595,20240720,1,230,1,1,1,2094.13,2094.13,647.86,CZK
5596,20240915,1,517,3,1,1,3981.37,3981.37,1404.37,CZK
5597,20250716,1,404,2,1,3,3011.08,9033.23,2504.57,CZK
5598,20250719,1,248,1,2,3,1878.65,5635.96,2012.65,CZK
5599,20240605,2,706,4,1,1,267.75,267.75,118.67,EUR
5600,20250211,2,347,2,3,2,1903.8,3807.59,1902.58,EUR
5601,20260115,1,605,6,4,3,473.94,1421.83,978.08,CZK
5602,20240712,2,577,1,4,3,2099.33,6297.98,2057.24,EUR
5603,20250604,1,444,3,2,1,4292.12,4292.12,1502.84,CZK
5604,20240509,2,1056,1,1,1,1744.45,1744.45,624.43,EUR
5605,20250918,1,978,6,3,3,532.95,1598.84,986.11,CZK
5606,20240507,1,1089,4,3,3,185.84,557.51,321.98,CZK
5607,20240811,1,405,6,1,1,702.34,702.34,316.05,CZK
5608,20241210,2,137,2,2,3,2468.97,7406.92,2879.39,EUR
5609,20241005,1,376,2,1,2,2391.7,4783.41,1855.5,CZK
5610,20240507,1,157,1,2,2,1573.93,3147.87,1207.33,CZK
5611,20250426,2,938,6,3,3,520.2,1560.6,881.72,EUR
5612,20240115,1,1080,5,1,3,126.83,380.5,211.95,CZK
5613,20260108,1,481,2,1,2,2051.36,4102.71,1638.46,CZK
5614,20240209,1,1069,1,1,1,1417.1,1417.1,598.03,CZK
5615,20240907,2,1163,6,1,3,567.59,1702.77,829.72,EUR
5616,20251129,2,143,4,1,3,206.71,620.13,360.13,EUR
5617,20240426,1,309,5,4,2,138.64,277.28,148.29,CZK
5618,20240224,1,1126,1,1,3,1438.43,4315.29,1847.89,CZK
5619,20250712,1,797,6,1,3,715.15,2145.46,842.09,CZK
5620,20240224,1,911,1,2,1,1338.48,1338.48,601.15,CZK
5621,20251106,1,307,5,2,2,128.55,257.1,141.6,CZK
5622,20241204,1,576,1,1,2,1972.75,3945.49,1337.94,CZK
5623,20251014,1,925,2,3,3,2132.74,6398.23,2505.44,CZK
5624,20240703,1,1184,2,1,2,2912.14,5824.28,1796.68,CZK
5625,20240415,2,545,5,1,1,146.63,146.63,70.03,EUR
5626,20251223,1,374,1,3,2,1812.47,3624.94,1347.89,CZK
5627,20250726,2,336,1,3,1,2028.21,2028.21,676.68,EUR
5628,20251115,2,828,3,2,2,3658.63,7317.26,2783.02,EUR
5629,20240828,1,981,2,1,2,3066.81,6133.63,1663.14,CZK
5630,20241030,2,65,2,4,2,2431.06,4862.12,1916.84,EUR
5631,20250309,2,163,1,1,2,1782.18,3564.37,1229.06,EUR
5632,20241202,2,229,1,2,1,1668.75,1668.75,666.75,EUR
5633,20240701,1,1048,2,4,1,3065.05,3065.05,926.01,CZK
5634,20241008,1,55,2,3,3,2175.65,6526.94,2751.18,CZK
5635,20250402,2,299,3,2,2,3480.66,6961.32,2902.76,EUR
5636,20240129,2,309,1,2,1,1230.69,1230.69,589.49,EUR
5637,20240909,1,176,5,1,1,140.41,140.41,70.19,CZK
5638,20240807,1,114,1,3,2,2013.98,4027.96,1229.09,CZK
5639,20240222,1,1036,2,4,3,2009.52,6028.56,2869.27,CZK
5640,20240402,2,931,2,3,3,2194.49,6583.48,2413.64,EUR
5641,20250107,2,674,1,2,2,1329.53,2659.06,1344.31,EUR
5642,20240317,1,1067,4,4,1,213.28,213.28,114.76,CZK
5643,20240916,1,942,1,1,2,1745.58,3491.16,1263.58,CZK
5644,20250225,2,161,4,1,3,181.53,544.59,319.89,EUR
5645,20251018,1,912,2,3,1,2175.7,2175.7,843.55,CZK
5646,20240315,2,517,1,4,3,1704.81,5114.42,1774.62,EUR
5647,20241122,1,382,6,4,3,593.87,1781.6,931.92,CZK
5648,20240318,1,387,5,2,2,120.06,240.12,135.19,CZK
5649,20241117,1,715,1,4,1,1778.05,1778.05,683.17,CZK
5650,20241226,1,186,3,2,3,4040.06,12120.17,4080.3,CZK
5651,20250823,1,916,1,3,2,1963.31,3926.61,1312.55,CZK
5652,20241128,1,302,5,2,2,126.97,253.94,154.72,CZK
5653,20251203,2,731,1,1,2,1917.38,3834.76,1191.05,EUR
5654,20240413,2,329,6,1,3,586.17,1758.52,930.68,EUR
5655,20240209,2,261,1,2,1,1277.73,1277.73,629.7,EUR
5656,20240104,1,821,1,3,2,1375.36,2750.73,1384.1,CZK
5657,20240924,1,1130,6,2,1,507.29,507.29,270.84,CZK
5658,20240524,1,49,4,2,2,177.08,354.16,212.44,CZK
5659,20240309,1,987,2,1,3,2469.5,7408.51,2520.64,CZK
5660,20240626,1,1186,6,1,1,720.36,720.36,286.46,CZK
5661,20260102,2,458,1,4,3,1522.58,4567.73,1923.89,EUR
5662,20250823,1,644,1,1,3,2175.66,6526.99,1964.28,CZK
5663,20240114,1,357,2,2,2,1785.34,3570.67,1732.15,CZK
5664,20251118,1,779,2,1,1,2425.9,2425.9,809.29,CZK
5665,20240603,1,976,5,2,2,156.67,313.34,141.24,CZK
5666,20241031,2,1070,1,1,1,1763.68,1763.68,625.52,EUR
5667,20240903,1,151,4,1,3,212.99,638.96,301.26,CZK
5668,20241031,1,974,4,1,3,202.52,607.55,331.81,CZK
5669,20250725,1,141,2,3,2,2668.81,5337.61,1691.94,CZK
5670,20250619,2,420,2,1,2,3094.7,6189.4,1892.58,EUR
5671,20250322,1,1015,1,4,2,1785.72,3571.44,1332.81,CZK
5672,20250415,2,876,3,1,3,4192.09,12576.28,4363.71,EUR
5673,20250630,1,523,1,4,3,2125.68,6377.03,1846.28,CZK
5674,20240518,2,1089,1,1,1,1749.22,1749.22,650.49,EUR
5675,20241024,2,640,2,3,3,2177.92,6533.77,2818.86,EUR
5676,20240321,1,249,2,1,2,2363.73,4727.47,1689.23,CZK
5677,20250612,1,994,1,1,1,2200.05,2200.05,574.85,CZK
5678,20241124,1,176,6,2,3,511.17,1533.52,984.02,CZK
5679,20250423,2,631,4,4,2,206.93,413.85,200.8,EUR
5680,20250228,2,555,4,4,1,173.87,173.87,99.12,EUR
5681,20240724,1,265,1,3,1,2016.13,2016.13,656.21,CZK
5682,20240414,1,249,2,3,1,2124.65,2124.65,830.46,CZK
5683,20251231,2,639,4,4,3,250.08,750.23,327.23,EUR
5684,20240808,2,795,1,3,2,1992.24,3984.48,1246.95,EUR
5685,20240323,1,676,5,1,3,145.12,435.37,243.42,CZK
5686,20240817,2,151,2,1,1,3080.35,3080.35,913.9,EUR
5687,20251108,1,1161,1,2,3,1579.05,4737.15,2078.03,CZK
5688,20240715,1,275,4,4,1,270.81,270.81,109.5,CZK
5689,20260111,2,520,6,1,3,495.24,1485.72,916.86,EUR
5690,20241212,2,1165,3,4,1,4659.14,4659.14,1552.07,EUR
5691,20251009,1,638,5,4,2,140.75,281.51,143.57,CZK
5692,20250505,1,198,1,1,3,1718.6,5155.8,1755.57,CZK
5693,20240202,1,107,2,1,2,1998.75,3997.51,1771.93,CZK
5694,20250117,1,1167,5,2,3,108.2,324.6,222.33,CZK
5695,20241109,2,226,6,1,1,553.23,553.23,323.15,EUR
5696,20240531,1,209,2,3,2,2109.88,4219.75,1592.18,CZK
5697,20250217,1,795,5,1,1,117.33,117.33,74.94,CZK
5698,20240318,2,651,1,1,3,1730.92,5192.77,1928.59,EUR
5699,20250608,1,916,3,1,3,5078.96,15236.87,4770.07,CZK
5700,20250909,1,734,1,3,1,1568.06,1568.06,620.29,CZK
5701,20240310,1,233,4,4,3,208.23,624.69,332.7,CZK
5702,20241225,1,302,1,1,1,1924.26,1924.26,572.7,CZK
5703,20250506,1,871,2,1,1,2392.61,2392.61,958.45,CZK
5704,20240216,1,38,2,3,3,1875.17,5625.51,2449.48,CZK
5705,20241019,2,36,4,4,2,207.55,415.1,213.37,EUR
5706,20240712,2,190,1,4,2,2189.94,4379.87,1254.14,EUR
5707,20240130,1,150,1,3,1,1333.76,1333.76,574.92,CZK
5708,20250826,1,1108,2,1,2,2923.9,5847.79,1649.33,CZK
5709,20241129,1,158,3,1,1,4192.77,4192.77,1387.28,CZK
5710,20250718,1,487,2,1,3,2883.45,8650.34,2630.87,CZK
5711,20250316,1,740,4,1,3,216.39,649.17,333.75,CZK
5712,20251019,1,686,1,2,3,1470.7,4412.1,1863.58,CZK
5713,20260118,1,1120,1,1,1,1520.68,1520.68,662.26,CZK
5714,20250328,2,574,2,4,1,2428.36,2428.36,805.92,EUR
5715,20240921,1,946,1,2,3,1459.48,4378.45,1817.2,CZK
5716,20241113,1,1113,1,3,3,1535.31,4605.92,2061.94,CZK
5717,20250911,2,1153,2,4,2,2395.48,4790.97,1590.87,EUR
5718,20241116,2,676,3,1,1,4036.74,4036.74,1338.62,EUR
5719,20250125,1,399,4,1,3,178.57,535.72,306.76,CZK
5720,20240525,2,146,4,1,2,212.68,425.35,215.57,EUR
5721,20260113,2,121,2,3,1,1926.82,1926.82,862.92,EUR
5722,20250503,1,704,1,1,1,1716.72,1716.72,609.97,CZK
5723,20240904,1,1170,6,2,1,487.15,487.15,282.25,CZK
5724,20250315,2,114,2,2,2,2108.91,4217.81,1763.26,EUR
5725,20241028,1,745,5,2,1,124.66,124.66,76.37,CZK
5726,20240426,2,435,4,4,1,212.08,212.08,110.62,EUR
5727,20251018,2,1076,3,1,1,3980.21,3980.21,1512.62,EUR
5728,20251027,1,161,4,2,1,182.62,182.62,117.44,CZK
5729,20250919,1,1135,1,1,1,1725.97,1725.97,665.86,CZK
5730,20241003,2,695,1,1,3,1779.21,5337.62,1954.91,EUR
5731,20240711,1,935,4,2,2,221.51,443.03,215.54,CZK
5732,20240207,1,133,5,1,2,127.2,254.4,152.89,CZK
5733,20250703,2,206,4,1,3,273.43,820.3,345.92,EUR
5734,20240903,1,842,4,2,3,186.5,559.5,346.74,CZK
5735,20251101,1,357,1,4,1,1658.08,1658.08,587.4,CZK
5736,20251015,1,624,2,1,3,2382.18,7146.54,2814.22,CZK
5737,20240406,2,1034,1,1,3,1730.57,5191.7,2036.61,EUR
5738,20251119,2,147,4,2,3,185.57,556.71,321.51,EUR
5739,20240415,1,1105,1,3,1,1607.65,1607.65,628.06,CZK
5740,20250103,1,1073,5,2,3,104.46,313.37,222.08,CZK
5741,20241221,1,1096,2,1,1,2773.87,2773.87,791.07,CZK
5742,20251219,1,591,3,1,3,4756.48,14269.45,4747.65,CZK
5743,20250508,1,555,2,1,2,2320.97,4641.94,1780.4,CZK
5744,20251019,1,251,3,4,1,4039.86,4039.86,1323.39,CZK
5745,20250323,1,459,6,1,1,568.53,568.53,296.8,CZK
5746,20250911,2,620,1,2,1,1448.96,1448.96,653.45,EUR
5747,20251001,2,97,2,2,1,2086.31,2086.31,832.59,EUR
5748,20251007,2,954,4,3,3,186.88,560.63,317.66,EUR
5749,20241105,1,564,2,1,1,2463.31,2463.31,816.7,CZK
5750,20241013,1,322,1,2,3,1521.69,4565.06,1834.33,CZK
5751,20260109,1,1034,3,2,3,3033.72,9101.16,4781.35,CZK
5752,20250722,1,274,6,3,2,643.34,1286.69,571.28,CZK
5753,20251119,2,123,6,4,2,570.11,1140.22,614.37,EUR
5754,20250309,2,36,1,2,1,1546.76,1546.76,668.63,EUR
5755,20251128,2,551,2,2,3,2149.41,6448.22,2768.05,EUR
5756,20250624,1,562,4,1,1,257.47,257.47,101.22,CZK
5757,20250711,1,579,5,2,1,155.06,155.06,73.91,CZK
5758,20240513,1,504,2,3,2,2293.24,4586.48,1626.35,CZK
5759,20250301,1,1089,3,4,3,4186.26,12558.79,4641.19,CZK
5760,20250703,1,625,3,1,1,5211.77,5211.77,1334.98,CZK
5761,20250725,2,905,5,1,1,186.06,186.06,73.39,EUR
5762,20251220,2,1012,3,3,2,4204.12,8408.24,2754.85,EUR
5763,20240902,1,737,3,1,1,3939.61,3939.61,1462.0,CZK
5764,20240815,2,736,1,2,2,1845.69,3691.39,1274.91,EUR
5765,20251229,2,621,6,1,2,664.51,1329.02,600.84,EUR
5766,20260110,1,258,5,4,3,118.6,355.81,206.1,CZK
5767,20240515,1,297,1,3,2,1579.95,3159.91,1212.23,CZK
5768,20241011,1,295,1,2,2,1538.4,3076.8,1197.21,CZK
5769,20251213,1,268,1,1,3,2044.03,6132.1,2049.6,CZK
5770,20240529,1,234,2,2,3,2053.65,6160.94,2581.79,CZK
5771,20250811,2,284,5,1,1,185.9,185.9,73.13,EUR
5772,20240325,1,587,4,1,3,219.16,657.48,325.12,CZK
5773,20240513,1,300,2,2,3,2053.91,6161.72,2478.3,CZK
5774,20250812,2,39,5,1,2,178.21,356.42,162.79,EUR
5775,20250401,1,67,2,1,1,2335.57,2335.57,923.74,CZK
5776,20250220,1,1159,4,1,2,183.3,366.6,224.77,CZK
5777,20251005,2,1111,3,4,2,3984.59,7969.18,3030.19,EUR
5778,20240818,1,704,6,3,2,668.63,1337.25,628.92,CZK
5779,20250112,2,605,1,2,1,1276.32,1276.32,600.64,EUR
5780,20250401,1,913,1,1,3,1697.81,5093.43,2052.41,CZK
5781,20250709,1,176,5,1,2,180.09,360.19,135.6,CZK
5782,20240906,2,654,1,3,1,1627.77,1627.77,669.5,EUR
5783,20250420,1,404,2,1,2,2420.98,4841.95,1730.91,CZK
5784,20241202,1,353,6,2,3,562.66,1687.98,970.23,CZK
5785,20250211,1,535,6,4,2,495.47,990.95,584.49,CZK
5786,20251009,1,324,5,2,3,125.84,377.52,206.3,CZK
5787,20241022,2,862,1,4,3,1762.87,5288.6,1890.14,EUR
5788,20250516,1,868,3,3,2,3611.71,7223.43,3123.78,CZK
5789,20251208,1,330,3,3,3,4370.54,13111.63,4629.25,CZK
5790,20250726,2,54,4,1,2,256.43,512.86,227.8,EUR
5791,20260112,1,1097,5,1,2,126.3,252.61,145.51,CZK
5792,20250314,1,779,5,1,2,143.31,286.62,137.76,CZK
5793,20240730,1,357,4,1,1,270.96,270.96,102.33,CZK
5794,20260114,2,940,1,3,2,1368.96,2737.93,1203.6,EUR
