gl_entry_id,date_key,entity_id,account_id,cost_center_id,amount,currency
5098,20250929,1,2,0,34953.79246783323,CZK
5099,20250929,1,3,0,-34361.860629448376,CZK
5100,20250929,1,4,0,-27872.789370551625,CZK
5101,20250929,2,1,0,37211.482633499865,EUR
5102,20250929,2,2,0,11057.387366500136,EUR
5103,20250929,2,3,0,-12255.596264856598,EUR
5104,20250929,2,4,0,-7435.453735143401,EUR
5105,20250930,1,1,0,126516.785522354,CZK
5106,20250930,1,2,0,42292.204477645995,CZK
5107,20250930,1,3,0,-40072.38960177103,CZK
5108,20250930,1,4,0,-26433.690398228973,CZK
5109,20250930,2,1,0,44382.24932663876,EUR
5110,20250930,2,2,0,11152.140673361237,EUR
5111,20250930,2,3,0,-13797.5180029677,EUR
5112,20250930,2,4,0,-7791.341997032301,EUR
5113,20251001,1,1,0,137634.28482781918,CZK
5114,20251001,1,2,0,34648.215172180804,CZK
5115,20251001,1,3,0,-39741.964481229355,CZK
5116,20251001,1,4,0,-28301.05551877065,CZK
5117,20251001,2,1,0,48741.507023627564,EUR
5118,20251001,2,2,0,14049.082976372429,EUR
5119,20251001,2,3,0,-13664.345246283561,EUR
5120,20251001,2,4,0,-11675.144753716437,EUR
5121,20251002,1,1,0,118188.30158578984,CZK
5122,20251002,1,2,0,46409.64841421017,CZK
5123,20251002,1,3,0,-38895.72807081617,CZK
5124,20251002,1,4,0,-27021.701929183833,CZK
5125,20251002,2,1,0,49187.07868176819,EUR
5126,20251002,2,2,0,13346.241318231814,EUR
5127,20251002,2,3,0,-15445.36208774114,EUR
5128,20251002,2,4,0,-10287.237912258859,EUR
5129,20251003,1,1,0,85872.9322587882,CZK
5130,20251003,1,2,0,21614.0577412118,CZK
5131,20251003,1,3,0,-27373.52025529216,CZK
5132,20251003,1,4,0,-15158.719744707842,CZK
5133,20251003,2,1,0,68591.60630389981,EUR
5134,20251003,2,2,0,20065.553696100193,EUR
5135,20251003,2,3,0,-21936.21981921831,EUR
5136,20251003,2,4,0,-12300.99018078169,EUR
5137,20251004,1,1,0,119676.59776244657,CZK
5138,20251004,1,2,0,51082.15223755342,CZK
5139,20251004,1,3,0,-37617.862061378015,CZK
5140,20251004,1,4,0,-28846.747938621982,CZK
5141,20251004,2,1,0,44180.40294152843,EUR
5142,20251004,2,2,0,12107.547058471566,EUR
5143,20251004,2,3,0,-12862.731029952663,EUR
5144,20251004,2,4,0,-9527.718970047337,EUR
5145,20251005,1,1,0,143812.16132236904,CZK
5146,20251005,1,2,0,63953.72867763098,CZK
5147,20251005,1,3,0,-51843.86878623922,CZK
5148,20251005,1,4,0,-29288.10121376078,CZK
5149,20251005,2,1,0,48276.9094092082,EUR
5150,20251005,2,2,0,19116.9005907918,EUR
5151,20251005,2,3,0,-13932.031143613274,EUR
5152,20251005,2,4,0,-12951.228856386728,EUR
5153,20251006,1,1,0,99281.75166677398,CZK
5154,20251006,1,2,0,38810.52833322601,CZK
5155,20251006,1,3,0,-28927.971808008046,CZK
5156,20251006,1,4,0,-26548.358191991956,CZK
5157,20251006,2,1,0,31010.997219599943,EUR
5158,20251006,2,2,0,12054.442780400059,EUR
5159,20251006,2,3,0,-10642.582774830878,EUR
5160,20251006,2,4,0,-7212.607225169124,EUR
5161,20251007,1,1,0,100787.3435509288,CZK
5162,20251007,1,2,0,28914.486449071203,CZK
5163,20251007,1,3,0,-30903.553616434343,CZK
5164,20251007,1,4,0,-21004.226383565656,CZK
5165,20251007,2,1,0,66328.97742249536,EUR
5166,20251007,2,2,0,27145.82257750464,EUR
5167,20251007,2,3,0,-19408.8098236898,EUR
5168,20251007,2,4,0,-17220.0901763102,EUR
5169,20251008,1,1,0,118395.79986042129,CZK
5170,20251008,1,2,0,37110.7001395787,CZK
5171,20251008,1,3,0,-34731.502908063485,CZK
5172,20251008,1,4,0,-26785.72709193652,CZK
5173,20251008,2,1,0,52472.870727829446,EUR
5174,20251008,2,2,0,23508.299272170556,EUR
5175,20251008,2,3,0,-19326.73224506076,EUR
5176,20251008,2,4,0,-10428.407754939237,EUR
5177,20251009,1,1,0,100663.68700375911,CZK
5178,20251009,1,2,0,26440.00299624089,CZK
5179,20251009,1,3,0,-27905.50471430321,CZK
5180,20251009,1,4,0,-23029.725285696793,CZK
5181,20251009,2,1,0,28279.70169164179,EUR
5182,20251009,2,2,0,7187.868308358211,EUR
5183,20251009,2,3,0,-6584.447786916392,EUR
5184,20251009,2,4,0,-6563.662213083607,EUR
5185,20251010,1,1,0,157805.7057118315,CZK
5186,20251010,1,2,0,67831.25428816848,CZK
5187,20251010,1,3,0,-45907.780515713705,CZK
5188,20251010,1,4,0,-40683.0194842863,CZK
5189,20251010,2,1,0,71042.7490172622,EUR
5190,20251010,2,2,0,17837.710982737783,EUR
5191,20251010,2,3,0,-21804.291187237646,EUR
5192,20251010,2,4,0,-12520.188812762357,EUR
5193,20251011,1,1,0,118816.37732069967,CZK
5194,20251011,1,2,0,56089.50267930033,CZK
5195,20251011,1,3,0,-36031.97474475401,CZK
5196,20251011,1,4,0,-32212.855255245995,CZK
5197,20251011,2,1,0,46056.1171732844,EUR
5198,20251011,2,2,0,21593.392826715593,EUR
5199,20251011,2,3,0,-14934.272468859319,EUR
5200,20251011,2,4,0,-11595.18753114068,EUR
5201,20251012,1,1,0,73968.13136613311,CZK
5202,20251012,1,2,0,38800.028633866896,CZK
5203,20251012,1,3,0,-24568.82254921939,CZK
5204,20251012,1,4,0,-19511.977450780614,CZK
5205,20251012,2,1,0,64552.091039681916,EUR
5206,20251012,2,2,0,16264.878960318087,EUR
5207,20251012,2,3,0,-18453.79809086609,EUR
5208,20251012,2,4,0,-13992.841909133907,EUR
5209,20251013,1,1,0,125694.6755824518,CZK
5210,20251013,1,2,0,58267.21441754822,CZK
5211,20251013,1,3,0,-41188.11998401074,CZK
5212,20251013,1,4,0,-30613.460015989265,CZK
5213,20251013,2,1,0,71281.7369791876,EUR
5214,20251013,2,2,0,18027.123020812407,EUR
5215,20251013,2,3,0,-20788.519875680347,EUR
5216,20251013,2,4,0,-15686.97012431965,EUR
5217,20251014,1,1,0,129691.66259720552,CZK
5218,20251014,1,2,0,35515.577402794464,CZK
5219,20251014,1,3,0,-39362.8862202555,CZK
5220,20251014,1,4,0,-23215.13377974449,CZK
5221,20251014,2,1,0,58760.485536247485,EUR
5222,20251014,2,2,0,31612.724463752507,EUR
5223,20251014,2,3,0,-22356.472775190472,EUR
5224,20251014,2,4,0,-13980.317224809529,EUR
5225,20251015,1,1,0,111476.14894422486,CZK
5226,20251015,1,2,0,56191.33105577516,CZK
5227,20251015,1,3,0,-40824.62589597366,CZK
5228,20251015,1,4,0,-25027.364104026346,CZK
5229,20251015,2,1,0,70044.79846816126,EUR
5230,20251015,2,2,0,22645.801531838748,EUR
5231,20251015,2,3,0,-18878.400755176743,EUR
5232,20251015,2,4,0,-17981.459244823258,EUR
5233,20251016,1,1,0,113127.24393754755,CZK
5234,20251016,1,2,0,43128.11606245247,CZK
5235,20251016,1,3,0,-32370.118087600025,CZK
5236,20251016,1,4,0,-28977.311912399975,CZK
5237,20251016,2,1,0,46783.05930202724,EUR
5238,20251016,2,2,0,24528.610697972756,EUR
5239,20251016,2,3,0,-17311.33503880397,EUR
5240,20251016,2,4,0,-10296.854961196033,EUR
5241,20251017,1,1,0,189848.42735771276,CZK
5242,20251017,1,2,0,63537.592642287236,CZK
5243,20251017,1,3,0,-60982.86162041407,CZK
5244,20251017,1,4,0,-34906.70837958592,CZK
5245,20251017,2,1,0,49790.01832576781,EUR
5246,20251017,2,2,0,23851.021674232205,EUR
5247,20251017,2,3,0,-15380.916798736136,EUR
5248,20251017,2,4,0,-13789.013201263864,EUR
5249,20251018,1,1,0,102141.2877398847,CZK
5250,20251018,1,2,0,29780.082260115298,CZK
5251,20251018,1,3,0,-27533.07271170926,CZK
5252,20251018,1,4,0,-23455.14728829074,CZK
5253,20251018,2,1,0,50300.3946765665,EUR
5254,20251018,2,2,0,22940.215323433502,EUR
5255,20251018,2,3,0,-17737.473982445885,EUR
5256,20251018,2,4,0,-11563.816017554116,EUR
5257,20251019,1,1,0,132264.41231394198,CZK
5258,20251019,1,2,0,53919.76768605801,CZK
5259,20251019,1,3,0,-45593.87495775317,CZK
5260,20251019,1,4,0,-28251.195042246836,CZK
5261,20251019,2,1,0,64702.67499540578,EUR
5262,20251019,2,2,0,20844.805004594215,EUR
5263,20251019,2,3,0,-17800.135923564143,EUR
5264,20251019,2,4,0,-16043.144076435856,EUR
5265,20251020,1,1,0,99788.77638654265,CZK
5266,20251020,1,2,0,32333.25361345735,CZK
5267,20251020,1,3,0,-29666.196966774998,CZK
5268,20251020,1,4,0,-21880.413033225002,CZK
5269,20251020,2,1,0,43832.89735670575,EUR
5270,20251020,2,2,0,18365.582643294256,EUR
5271,20251020,2,3,0,-12657.995132436128,EUR
5272,20251020,2,4,0,-11637.414867563872,EUR
5273,20251021,1,1,0,132333.92932639527,CZK
5274,20251021,1,2,0,51520.51067360474,CZK
5275,20251021,1,3,0,-36822.93770648212,CZK
5276,20251021,1,4,0,-34144.502293517886,CZK
5277,20251021,2,1,0,61326.89336228604,EUR
5278,20251021,2,2,0,16482.946637713954,EUR
5279,20251021,2,3,0,-15474.083669255326,EUR
5280,20251021,2,4,0,-14673.396330744674,EUR
5281,20251022,1,1,0,155484.73822206678,CZK
5282,20251022,1,2,0,59705.62177793322,CZK
5283,20251022,1,3,0,-53108.303588236624,CZK
5284,20251022,1,4,0,-29912.306411763377,CZK
5285,20251022,2,1,0,85973.56798111502,EUR
5286,20251022,2,2,0,24381.742018884976,EUR
5287,20251022,2,3,0,-23362.1988876089,EUR
5288,20251022,2,4,0,-20223.391112391095,EUR
5289,20251023,1,1,0,106151.72510227365,CZK
5290,20251023,1,2,0,46370.95489772635,CZK
5291,20251023,1,3,0,-37701.297676724265,CZK
5292,20251023,1,4,0,-21977.992323275732,CZK
5293,20251023,2,1,0,43036.050624116695,EUR
5294,20251023,2,2,0,18628.6593758833,EUR
5295,20251023,2,3,0,-13720.863296921456,EUR
5296,20251023,2,4,0,-9759.156703078545,EUR
5297,20251024,1,1,0,111387.19011259617,CZK
5298,20251024,1,2,0,44026.91988740384,CZK
5299,20251024,1,3,0,-36715.228839662755,CZK
5300,20251024,1,4,0,-23994.47116033724,CZK
5301,20251024,2,1,0,54293.468850541496,EUR
5302,20251024,2,2,0,21232.481149458505,EUR
5303,20251024,2,3,0,-18517.375220172577,EUR
5304,20251024,2,4,0,-10442.054779827424,EUR
5305,20251025,1,1,0,116395.46573872531,CZK
5306,20251025,1,2,0,56387.30426127468,CZK
5307,20251025,1,3,0,-41325.69843561217,CZK
5308,20251025,1,4,0,-25645.161564387836,CZK
5309,20251025,2,1,0,46324.94676685219,EUR
5310,20251025,2,2,0,17840.15323314781,EUR
5311,20251025,2,3,0,-12956.479129865336,EUR
5312,20251025,2,4,0,-11836.910870134663,EUR
5313,20251026,1,1,0,109110.05205444682,CZK
5314,20251026,1,2,0,28248.237945553195,CZK
5315,20251026,1,3,0,-28760.64482390577,CZK
5316,20251026,1,4,0,-26105.235176094226,CZK
5317,20251026,2,1,0,44033.58724429357,EUR
5318,20251026,2,2,0,21271.262755706426,EUR
5319,20251026,2,3,0,-16440.757225952493,EUR
5320,20251026,2,4,0,-9175.562774047507,EUR
5321,20251027,1,1,0,145333.6918982809,CZK
5322,20251027,1,2,0,42043.218101719096,CZK
5323,20251027,1,3,0,-46664.48513845583,CZK
5324,20251027,1,4,0,-27026.104861544165,CZK
5325,20251027,2,1,0,50339.465534818366,EUR
5326,20251027,2,2,0,26243.824465181642,EUR
5327,20251027,2,3,0,-17049.786275852337,EUR
5328,20251027,2,4,0,-12796.643724147665,EUR
5329,20251028,1,1,0,151063.00868343082,CZK
5330,20251028,1,2,0,49810.0613165692,CZK
5331,20251028,1,3,0,-47953.25811514164,CZK
5332,20251028,1,4,0,-28835.50188485836,CZK
5333,20251028,2,1,0,58700.954947264705,EUR
5334,20251028,2,2,0,14785.5950527353,EUR
5335,20251028,2,3,0,-14267.109552986987,EUR
5336,20251028,2,4,0,-14166.890447013013,EUR
5337,20251029,1,1,0,142030.25273206263,CZK
5338,20251029,1,2,0,43089.98726793737,CZK
5339,20251029,1,3,0,-42531.075047200175,CZK
5340,20251029,1,4,0,-29309.114952799824,CZK
5341,20251029,2,1,0,38683.40737950463,EUR
5342,20251029,2,2,0,19218.342620495376,EUR
5343,20251029,2,3,0,-13272.539967420904,EUR
5344,20251029,2,4,0,-8703.540032579098,EUR
5345,20251030,1,1,0,87794.31697889167,CZK
5346,20251030,1,2,0,35927.36302110833,CZK
5347,20251030,1,3,0,-28211.637791953544,CZK
5348,20251030,1,4,0,-22297.45220804646,CZK
5349,20251030,2,1,0,44363.77007920678,EUR
5350,20251030,2,2,0,15232.099920793225,EUR
5351,20251030,2,3,0,-13968.558359447969,EUR
5352,20251030,2,4,0,-9528.301640552032,EUR
5353,20251031,1,1,0,91563.35739862735,CZK
5354,20251031,1,2,0,37425.66260137265,CZK
5355,20251031,1,3,0,-31673.963421706834,CZK
5356,20251031,1,4,0,-19288.826578293167,CZK
5357,20251031,2,1,0,52871.550473562806,EUR
5358,20251031,2,2,0,17467.2195264372,EUR
5359,20251031,2,3,0,-16250.798223446975,EUR
5360,20251031,2,4,0,-11505.291776553026,EUR
5361,20251101,1,1,0,118201.4373508448,CZK
5362,20251101,1,2,0,44820.26264915521,CZK
5363,20251101,1,3,0,-38610.406603126416,CZK
5364,20251101,1,4,0,-24206.903396873582,CZK
5365,20251101,2,1,0,47761.74525544188,EUR
5366,20251101,2,2,0,24063.15474455812,EUR
5367,20251101,2,3,0,-14674.170471332416,EUR
5368,20251101,2,4,0,-12947.629528667583,EUR
5369,20251102,1,1,0,88206.05083080592,CZK
5370,20251102,1,2,0,39419.98916919409,CZK
5371,20251102,1,3,0,-32341.01051500045,CZK
5372,20251102,1,4,0,-20012.399484999554,CZK
5373,20251102,2,1,0,34707.20545072598,EUR
5374,20251102,2,2,0,12215.534549274014,EUR
5375,20251102,2,3,0,-9735.156013426707,EUR
5376,20251102,2,4,0,-8441.373986573291,EUR
5377,20251103,1,1,0,105745.94282087561,CZK
5378,20251103,1,2,0,51726.887179124366,CZK
5379,20251103,1,3,0,-32931.01003136797,CZK
5380,20251103,1,4,0,-27978.68996863203,CZK
5381,20251103,2,1,0,32525.64505865742,EUR
5382,20251103,2,2,0,12684.224941342582,EUR
5383,20251103,2,3,0,-9825.39420436612,EUR
5384,20251103,2,4,0,-7972.48579563388,EUR
5385,20251104,1,1,0,119391.39801869592,CZK
5386,20251104,1,2,0,37528.891981304085,CZK
5387,20251104,1,3,0,-34365.60801976811,CZK
5388,20251104,1,4,0,-28940.85198023189,CZK
5389,20251104,2,1,0,34579.33003718543,EUR
5390,20251104,2,2,0,17608.279962814577,EUR
5391,20251104,2,3,0,-12272.811111623383,EUR
5392,20251104,2,4,0,-9077.798888376617,EUR
5393,20251105,1,1,0,128422.61523159839,CZK
5394,20251105,1,2,0,38372.4047684016,CZK
5395,20251105,1,3,0,-35195.00745383514,CZK
5396,20251105,1,4,0,-31789.832546164856,CZK
5397,20251105,2,1,0,37389.94801164515,EUR
5398,20251105,2,2,0,17694.181988354852,EUR
5399,20251105,2,3,0,-13402.777918233069,EUR
5400,20251105,2,4,0,-8095.732081766934,EUR
5401,20251106,1,1,0,127704.11070064548,CZK
5402,20251106,1,2,0,40681.509299354504,CZK
5403,20251106,1,3,0,-36615.297157096335,CZK
5404,20251106,1,4,0,-28236.74284290367,CZK
5405,20251106,2,1,0,38513.30276703739,EUR
5406,20251106,2,2,0,10042.427232962604,EUR
5407,20251106,2,3,0,-10426.176675436453,EUR
5408,20251106,2,4,0,-8506.943324563546,EUR
5409,20251107,1,1,0,144097.25317121187,CZK
5410,20251107,1,2,0,49450.09682878814,CZK
5411,20251107,1,3,0,-43883.84367024496,CZK
5412,20251107,1,4,0,-34084.726329755045,CZK
5413,20251107,2,1,0,38036.71005007869,EUR
5414,20251107,2,2,0,12985.99994992131,EUR
5415,20251107,2,3,0,-12728.497514956767,EUR
5416,20251107,2,4,0,-8389.56248504323,EUR
5417,20251108,1,1,0,122629.53836460078,CZK
5418,20251108,1,2,0,42933.36163539921,CZK
5419,20251108,1,3,0,-38018.29437698035,CZK
5420,20251108,1,4,0,-27356.91562301965,CZK
5421,20251108,2,1,0,75137.48435701427,EUR
5422,20251108,2,2,0,24515.56564298573,EUR
5423,20251108,2,3,0,-19507.45008793314,EUR
5424,20251108,2,4,0,-17918.019912066862,EUR
5425,20251109,1,1,0,113386.41373885557,CZK
5426,20251109,1,2,0,53055.14626114442,CZK
5427,20251109,1,3,0,-41759.333400350675,CZK
5428,20251109,1,4,0,-24278.076599649332,CZK
5429,20251109,2,1,0,34606.71882085825,EUR
5430,20251109,2,2,0,9841.72117914175,EUR
5431,20251109,2,3,0,-11364.384691404823,EUR
5432,20251109,2,4,0,-6245.575308595177,EUR
5433,20251110,1,1,0,105810.12220705366,CZK
5434,20251110,1,2,0,30818.49779294634,CZK
5435,20251110,1,3,0,-29658.25271744398,CZK
5436,20251110,1,4,0,-24190.647282556023,CZK
5437,20251110,2,1,0,52830.940094249636,EUR
5438,20251110,2,2,0,19632.289905750356,EUR
5439,20251110,2,3,0,-15659.322283543614,EUR
5440,20251110,2,4,0,-13565.247716456386,EUR
5441,20251111,1,1,0,145063.50958513393,CZK
5442,20251111,1,2,0,59396.67041486607,CZK
5443,20251111,1,3,0,-39706.56489835258,CZK
5444,20251111,1,4,0,-37787.26510164742,CZK
5445,20251111,2,1,0,42094.677236441064,EUR
5446,20251111,2,2,0,12090.372763558931,EUR
5447,20251111,2,3,0,-13517.135329089937,EUR
5448,20251111,2,4,0,-7636.714670910062,EUR
5449,20251112,1,1,0,110223.09763092412,CZK
5450,20251112,1,2,0,38465.50236907588,CZK
5451,20251112,1,3,0,-30133.089928645433,CZK
5452,20251112,1,4,0,-28991.620071354566,CZK
5453,20251112,2,1,0,44082.695202582,EUR
5454,20251112,2,2,0,18680.014797418004,EUR
5455,20251112,2,3,0,-15576.96676381944,EUR
5456,20251112,2,4,0,-8585.383236180558,EUR
5457,20251113,1,1,0,125356.16939840351,CZK
5458,20251113,1,2,0,39699.36060159648,CZK
5459,20251113,1,3,0,-34174.33406887129,CZK
5460,20251113,1,4,0,-30448.29593112871,CZK
5461,20251113,2,1,0,34899.05913201348,EUR
5462,20251113,2,2,0,9314.76086798652,EUR
5463,20251113,2,3,0,-9317.635813731604,EUR
5464,20251113,2,4,0,-8114.994186268396,EUR
5465,20251114,1,1,0,72567.03736477921,CZK
5466,20251114,1,2,0,37586.23263522079,CZK
5467,20251114,1,3,0,-26302.136805105445,CZK
5468,20251114,1,4,0,-16854.443194894557,CZK
5469,20251114,2,1,0,35232.144751425156,EUR
5470,20251114,2,2,0,14165.855248574846,EUR
5471,20251114,2,3,0,-11072.519086502321,EUR
5472,20251114,2,4,0,-8248.190913497678,EUR
5473,20251115,1,1,0,91864.89742063888,CZK
5474,20251115,1,2,0,34124.89257936111,CZK
5475,20251115,1,3,0,-25091.246192183644,CZK
5476,20251115,1,4,0,-23933.573807816356,CZK
5477,20251115,2,1,0,40969.31076547482,EUR
5478,20251115,2,2,0,15906.769234525187,EUR
5479,20251115,2,3,0,-13993.450349637898,EUR
5480,20251115,2,4,0,-7985.989650362099,EUR
5481,20251116,1,1,0,118517.45775967248,CZK
5482,20251116,1,2,0,45336.282240327506,CZK
5483,20251116,1,3,0,-38209.97473833362,CZK
5484,20251116,1,4,0,-23886.78526166638,CZK
5485,20251116,2,1,0,84495.90989186129,EUR
5486,20251116,2,2,0,22424.40010813871,EUR
5487,20251116,2,3,0,-21662.396433362766,EUR
5488,20251116,2,4,0,-19284.333566637237,EUR
5489,20251117,1,1,0,104409.90649517678,CZK
5490,20251117,1,2,0,48504.40350482322,CZK
5491,20251117,1,3,0,-38694.25438206169,CZK
5492,20251117,1,4,0,-21177.995617938308,CZK
5493,20251117,2,1,0,55955.58961554121,EUR
5494,20251117,2,2,0,21618.65038445879,EUR
5495,20251117,2,3,0,-15974.991581795715,EUR
5496,20251117,2,4,0,-13417.278418204285,EUR
5497,20251118,1,1,0,104331.2735599536,CZK
5498,20251118,1,2,0,44729.65644004639,CZK
5499,20251118,1,3,0,-34075.91058192813,CZK
5500,20251118,1,4,0,-24521.859418071872,CZK
5501,20251118,2,1,0,31760.554748023842,EUR
5502,20251118,2,2,0,12051.81525197616,EUR
5503,20251118,2,3,0,-11635.441706807029,EUR
5504,20251118,2,4,0,-6838.858293192971,EUR
5505,20251119,1,1,0,95809.07195974342,CZK
5506,20251119,1,2,0,49258.32804025657,CZK
5507,20251119,1,3,0,-31491.005322036934,CZK
5508,20251119,1,4,0,-25912.314677963066,CZK
5509,20251119,2,1,0,47953.79190620654,EUR
5510,20251119,2,2,0,19583.248093793467,EUR
5511,20251119,2,3,0,-13687.999946712482,EUR
5512,20251119,2,4,0,-11528.65005328752,EUR
5513,20251120,1,1,0,111571.7192344173,CZK
5514,20251120,1,2,0,44710.31076558271,CZK
5515,20251120,1,3,0,-34413.08763716503,CZK
5516,20251120,1,4,0,-27133.932362834974,CZK
5517,20251120,2,1,0,52069.3546278706,EUR
5518,20251120,2,2,0,13294.015372129403,EUR
5519,20251120,2,3,0,-15854.876259942701,EUR
5520,20251120,2,4,0,-10020.533740057299,EUR
5521,20251121,1,1,0,112184.13601020719,CZK
5522,20251121,1,2,0,51475.74398979281,CZK
5523,20251121,1,3,0,-33650.097687969836,CZK
5524,20251121,1,4,0,-32005.152312030164,CZK
5525,20251121,2,1,0,61470.17090496857,EUR
5526,20251121,2,2,0,29402.899095031436,EUR
5527,20251121,2,3,0,-19775.505029687196,EUR
5528,20251121,2,4,0,-15778.914970312802,EUR
5529,20251122,1,1,0,121166.87614941013,CZK
5530,20251122,1,2,0,45435.073850589884,CZK
5531,20251122,1,3,0,-38276.280121251555,CZK
5532,20251122,1,4,0,-27581.45987874845,CZK
5533,20251122,2,1,0,56832.746435442,EUR
5534,20251122,2,2,0,23982.363564558,EUR
5535,20251122,2,3,0,-17513.359174545076,EUR
5536,20251122,2,4,0,-13695.420825454923,EUR
5537,20251123,1,1,0,106225.93213301318,CZK
5538,20251123,1,2,0,31082.197866986826,CZK
5539,20251123,1,3,0,-27470.834017877543,CZK
5540,20251123,1,4,0,-25448.50598212246,CZK
5541,20251123,2,1,0,45247.66486519141,EUR
5542,20251123,2,2,0,15455.15513480859,EUR
5543,20251123,2,3,0,-15180.182349495279,EUR
5544,20251123,2,4,0,-10023.517650504722,EUR
5545,20251124,1,1,0,103245.5290249674,CZK
5546,20251124,1,2,0,51806.0309750326,CZK
5547,20251124,1,3,0,-37983.68513747679,CZK
5548,20251124,1,4,0,-22815.124862523207,CZK
5549,20251124,2,1,0,52111.75839471301,EUR
5550,20251124,2,2,0,16932.361605286987,EUR
5551,20251124,2,3,0,-17063.797763261966,EUR
5552,20251124,2,4,0,-11268.262236738035,EUR
5553,20251125,1,1,0,107785.28841892185,CZK
5554,20251125,1,2,0,52623.161581078166,CZK
5555,20251125,1,3,0,-32866.63453847065,CZK
5556,20251125,1,4,0,-31761.06546152935,CZK
5557,20251125,2,1,0,39951.63933044793,EUR
5558,20251125,2,2,0,12689.92066955207,EUR
5559,20251125,2,3,0,-11333.831237183264,EUR
5560,20251125,2,4,0,-9037.458762816737,EUR
5561,20251126,1,1,0,109082.67362770582,CZK
5562,20251126,1,2,0,29815.906372294165,CZK
5563,20251126,1,3,0,-34181.91619240985,CZK
5564,20251126,1,4,0,-19989.96380759015,CZK
5565,20251126,2,1,0,55321.91739067519,EUR
5566,20251126,2,2,0,16060.962609324815,EUR
5567,20251126,2,3,0,-15863.665096560304,EUR
5568,20251126,2,4,0,-12486.704903439695,EUR
5569,20251127,1,1,0,116896.92597021724,CZK
5570,20251127,1,2,0,37460.60402978276,CZK
5571,20251127,1,3,0,-37905.06634971348,CZK
5572,20251127,1,4,0,-22883.11365028652,CZK
5573,20251127,2,1,0,55967.42111876454,EUR
5574,20251127,2,2,0,14611.188881235461,EUR
5575,20251127,2,3,0,-15356.129285770332,EUR
5576,20251127,2,4,0,-12945.050714229668,EUR
5577,20251128,1,1,0,192793.86195298829,CZK
5578,20251128,1,2,0,50676.9080470117,CZK
5579,20251128,1,3,0,-52783.18485027729,CZK
5580,20251128,1,4,0,-42966.50514972271,CZK
5581,20251128,2,1,0,42973.10810156006,EUR
5582,20251128,2,2,0,20078.171898439945,EUR
5583,20251128,2,3,0,-13569.869088959444,EUR
5584,20251128,2,4,0,-12568.080911040557,EUR
5585,20251129,1,1,0,143252.71653790286,CZK
5586,20251129,1,2,0,37158.04346209715,CZK
5587,20251129,1,3,0,-36464.0546836632,CZK
5588,20251129,1,4,0,-34341.1653163368,CZK
5589,20251129,2,1,0,40191.73311728857,EUR
5590,20251129,2,2,0,14309.116882711432,EUR
5591,20251129,2,3,0,-11953.311253292453,EUR
5592,20251129,2,4,0,-10235.428746707548,EUR
5593,20251130,1,1,0,143308.23271018217,CZK
5594,20251130,1,2,0,41493.747289817824,CZK
5595,20251130,1,3,0,-37736.173321069815,CZK
5596,20251130,1,4,0,-34309.59667893019,CZK
5597,20251130,2,1,0,45976.09381873011,EUR
5598,20251130,2,2,0,15419.736181269891,EUR
5599,20251130,2,3,0,-15202.003311643331,EUR
5600,20251130,2,4,0,-9134.096688356667,EUR
5601,20251201,1,1,0,126982.78897739915,CZK
5602,20251201,1,2,0,55584.48102260084,CZK
5603,20251201,1,3,0,-37417.49723068032,CZK
5604,20251201,1,4,0,-24111.222769319687,CZK
5605,20251201,2,1,0,41371.63557188236,EUR
5606,20251201,2,2,0,18194.514428117636,EUR
5607,20251201,2,3,0,-12630.543326517374,EUR
5608,20251201,2,4,0,-9066.146673482624,EUR
5609,20251202,1,1,0,102367.145874561,CZK
5610,20251202,1,2,0,45629.934125438995,CZK
5611,20251202,1,3,0,-31506.08467880188,CZK
5612,20251202,1,4,0,-19953.52532119812,CZK
5613,20251202,2,1,0,47862.14252513272,EUR
5614,20251202,2,2,0,23278.667474867278,EUR
5615,20251202,2,3,0,-15933.981066078855,EUR
5616,20251202,2,4,0,-9810.528933921147,EUR
5617,20251203,1,1,0,177837.39151284142,CZK
5618,20251203,1,2,0,85525.79848715858,CZK
5619,20251203,1,3,0,-52168.56798889167,CZK
5620,20251203,1,4,0,-39328.302011108324,CZK
5621,20251203,2,1,0,39426.6812792551,EUR
5622,20251203,2,2,0,19046.398720744906,EUR
5623,20251203,2,3,0,-12505.195202636645,EUR
5624,20251203,2,4,0,-7346.294797363356,EUR
5625,20251204,1,1,0,138142.91781571542,CZK
5626,20251204,1,2,0,62738.55218428459,CZK
5627,20251204,1,3,0,-44739.30304743005,CZK
5628,20251204,1,4,0,-24620.75695256995,CZK
5629,20251204,2,1,0,82622.07370587156,EUR
5630,20251204,2,2,0,31350.346294128434,EUR
5631,20251204,2,3,0,-22555.315491269204,EUR
5632,20251204,2,4,0,-17353.104508730794,EUR
5633,20251205,1,1,0,100574.77393996165,CZK
5634,20251205,1,2,0,27919.66606003835,CZK
5635,20251205,1,3,0,-23279.542078986786,CZK
5636,20251205,1,4,0,-21338.557921013213,CZK
5637,20251205,2,1,0,112788.27925970635,EUR
5638,20251205,2,2,0,35984.23074029366,EUR
5639,20251205,2,3,0,-33160.487328360825,EUR
5640,20251205,2,4,0,-17936.452671639174,EUR
5641,20251206,1,1,0,98053.67107776401,CZK
5642,20251206,1,2,0,39559.458922235994,CZK
5643,20251206,1,3,0,-28837.901474656515,CZK
5644,20251206,1,4,0,-18934.828525343488,CZK
