ap_invoice_id,date_key,due_date_key,paid_date_key,entity_id,cost_center_id,account_id,invoice_amount,currency
4033,20250221,20250320,20250325,1,10,3,241.14,CZK
4034,20251217,20260113,20260127,2,10,3,1193.41,EUR
4035,20240203,20240224,20240226,2,20,4,1287.61,EUR
4036,20250324,20250502,20250513,1,10,3,975.11,CZK
4037,20250331,20250417,,1,30,5,6779.57,CZK
4038,20240803,20240913,20240922,1,10,4,1174.73,CZK
4039,20240128,20240227,20240305,1,10,3,257.62,CZK
4040,20240822,20240923,20240924,1,10,5,7921.8,CZK
4041,20250522,20250702,20250716,1,30,7,502.87,CZK
4042,20240706,20240810,20240813,1,20,6,7022.35,CZK
4043,20251212,20260126,20260124,2,10,6,2121.29,EUR
4044,20251119,20251225,20260102,1,10,4,2097.11,CZK
4045,20240206,20240222,20240226,1,20,3,817.64,CZK
4046,20250902,20251017,20251025,2,30,3,1201.74,EUR
4047,20240105,20240123,20240126,1,10,6,5279.01,CZK
4048,20240605,20240712,20240718,1,10,5,7064.9,CZK
4049,20250110,20250213,20250215,2,10,4,628.03,EUR
4050,20251009,20251105,20251109,1,10,3,793.63,CZK
4051,20250105,20250131,20250212,1,20,3,810.88,CZK
4052,20250119,20250218,20250301,1,10,3,685.19,CZK
4053,20240409,20240425,20240506,2,30,3,455.56,EUR
4054,20250925,20251025,20251101,2,30,6,6335.51,EUR
4055,20250309,20250417,20250424,1,10,5,9425.99,CZK
4056,20250622,20250716,20250727,1,10,3,629.94,CZK
4057,20250903,20250922,,2,20,8,912.14,EUR
4058,20240413,20240521,20240529,1,20,3,843.47,CZK
4059,20240905,20241011,20241014,1,40,4,1513.63,CZK
4060,20260106,20260121,20260131,1,30,8,662.28,CZK
4061,20240126,20240212,20240213,1,10,4,372.96,CZK
4062,20250330,20250423,,1,30,8,1443.35,CZK
4063,20250909,20251016,20251026,1,10,3,292.59,CZK
4064,20250703,20250729,20250730,1,10,5,8330.41,CZK
4065,20251203,20260107,20260120,1,10,5,10272.77,CZK
4066,20240606,20240709,,2,30,6,9706.75,EUR
4067,20240325,20240412,20240415,2,20,8,620.38,EUR
4068,20250731,20250820,20250830,1,10,3,293.98,CZK
4069,20240426,20240522,20240527,1,20,8,680.93,CZK
4070,20250620,20250718,20250730,1,30,5,7240.89,CZK
4071,20251124,20251212,,2,30,5,6490.99,EUR
4072,20251004,20251019,20251028,2,30,5,11677.2,EUR
4073,20251202,20251218,20251222,1,20,7,872.71,CZK
4074,20250321,20250426,20250507,1,30,7,580.39,CZK
4075,20240417,20240524,20240604,2,40,4,722.17,EUR
4076,20240714,20240728,20240730,2,10,7,996.39,EUR
4077,20241006,20241025,20241030,1,30,3,982.68,CZK
4078,20240411,20240425,20240504,2,40,4,1296.62,EUR
4079,20240910,20241007,20241010,1,10,4,816.75,CZK
4080,20250910,20251016,20251026,1,10,6,2633.32,CZK
4081,20251117,20251213,,2,20,3,1016.97,EUR
4082,20240331,20240512,20240524,2,10,3,1523.32,EUR
4083,20250609,20250713,20250715,1,30,3,767.69,CZK
4084,20250407,20250428,20250427,1,10,3,716.7,CZK
4085,20241201,20250107,20250115,1,30,5,8039.71,CZK
4086,20240302,20240327,20240331,1,10,5,5520.0,CZK
4087,20240919,20241103,20241115,2,20,4,922.04,EUR
4088,20250410,20250504,20250513,1,10,3,834.57,CZK
4089,20250121,20250220,20250303,1,40,6,6430.47,CZK
4090,20250105,20250214,20250219,1,40,4,634.4,CZK
4091,20251203,20251225,20251231,1,40,4,2093.82,CZK
4092,20251110,20251214,20251226,2,20,3,568.89,EUR
4093,20240916,20241030,20241107,2,10,4,1188.19,EUR
4094,20240227,20240324,,2,40,7,363.25,EUR
4095,20240627,20240727,20240731,1,10,4,1236.45,CZK
4096,20240425,20240511,20240518,1,10,5,8227.32,CZK
4097,20250310,20250329,20250330,1,20,6,6435.03,CZK
4098,20240519,20240621,20240629,2,20,3,1731.58,EUR
4099,20240701,20240806,,1,10,6,8063.87,CZK
4100,20251006,20251109,20251111,1,10,6,4967.83,CZK
4101,20240924,20241011,20241013,1,10,5,10573.58,CZK
4102,20260113,20260227,20260225,2,10,5,4244.91,EUR
4103,20251109,20251208,20251210,2,10,4,627.88,EUR
4104,20240502,20240521,20240601,1,30,5,7937.79,CZK
4105,20240523,20240620,20240629,1,20,3,378.64,CZK
4106,20251117,20251211,20251218,2,30,8,1051.43,EUR
4107,20250308,20250404,20250408,2,10,4,888.6,EUR
4108,20251112,20251207,20251207,1,40,8,214.91,CZK
4109,20250914,20251009,20251013,1,10,4,924.54,CZK
4110,20240302,20240403,20240407,1,20,8,517.82,CZK
4111,20250221,20250310,20250312,1,20,5,9072.94,CZK
4112,20250611,20250717,20250730,1,40,3,1075.37,CZK
4113,20241106,20241129,20241208,2,30,3,1097.02,EUR
4114,20240702,20240804,20240816,1,30,5,13795.35,CZK
4115,20241219,20250111,20250115,1,30,4,1672.15,CZK
4116,20240229,20240326,20240327,1,40,3,1013.46,CZK
4117,20250607,20250710,20250712,1,20,5,5714.76,CZK
4118,20240229,20240316,20240320,2,10,6,3223.64,EUR
4119,20240117,20240215,20240224,1,30,6,3678.72,CZK
4120,20241108,20241223,20250106,1,30,3,810.96,CZK
4121,20240525,20240619,20240702,1,10,4,291.45,CZK
4122,20240326,20240416,,1,20,3,831.45,CZK
4123,20250824,20250927,,2,20,3,1244.18,EUR
4124,20241209,20250102,20250106,1,30,5,9571.43,CZK
4125,20240713,20240728,20240809,1,20,3,1227.31,CZK
4126,20251104,20251217,20251224,1,20,6,3464.68,CZK
4127,20240708,20240810,,2,40,5,12103.57,EUR
4128,20240518,20240601,20240606,1,30,5,10554.61,CZK
4129,20240106,20240209,20240218,1,40,4,410.15,CZK
4130,20240107,20240126,20240128,1,10,6,2867.27,CZK
4131,20250709,20250723,20250729,1,10,3,634.25,CZK
4132,20241006,20241107,20241119,1,10,4,1386.29,CZK
4133,20251209,20251226,20260107,2,20,6,6197.96,EUR
4134,20250224,20250319,20250322,2,20,6,3405.59,EUR
4135,20240912,20241027,20241028,2,10,4,1378.41,EUR
4136,20240229,20240413,20240415,1,30,4,884.79,CZK
4137,20260103,20260127,20260203,1,20,5,6991.09,CZK
4138,20251020,20251114,20251113,2,40,3,1382.69,EUR
4139,20240804,20240820,,1,40,4,1286.56,CZK
4140,20250727,20250905,20250903,2,20,3,1825.0,EUR
4141,20240816,20240904,20240902,2,20,5,16800.91,EUR
4142,20240721,20240827,20240902,1,10,7,773.73,CZK
4143,20240104,20240121,20240204,1,20,3,371.85,CZK
4144,20240409,20240426,20240508,1,10,6,2561.63,CZK
4145,20250207,20250221,20250303,2,10,3,170.44,EUR
4146,20240515,20240627,20240709,1,40,6,4594.19,CZK
4147,20241115,20241209,20241208,2,10,7,883.97,EUR
4148,20240314,20240412,20240415,1,30,5,12894.74,CZK
4149,20240909,20240923,20240929,1,10,4,945.32,CZK
4150,20250816,20250924,20250925,1,10,8,508.15,CZK
4151,20241122,20241216,20241220,1,10,3,613.09,CZK
4152,20250810,20250909,20250907,1,20,7,984.98,CZK
4153,20240619,20240803,20240813,2,10,4,225.78,EUR
4154,20250918,20251011,20251014,2,20,7,861.71,EUR
4155,20241202,20241223,20250104,1,30,4,861.27,CZK
4156,20240809,20240828,20240831,1,10,5,7623.71,CZK
4157,20240503,20240613,20240620,1,10,3,927.78,CZK
4158,20250314,20250426,20250429,1,10,8,769.34,CZK
4159,20240107,20240121,20240119,2,10,4,951.75,EUR
4160,20250124,20250224,20250226,1,10,3,851.88,CZK
4161,20240821,20240930,20241003,1,30,3,1503.27,CZK
4162,20240825,20240920,20240924,1,10,5,7963.54,CZK
4163,20240821,20240917,20240928,1,10,4,545.83,CZK
4164,20251227,20260123,20260206,2,10,4,472.79,EUR
4165,20250712,20250815,20250813,1,10,3,1930.57,CZK
4166,20240507,20240607,20240621,1,30,5,10469.36,CZK
4167,20240313,20240424,20240508,1,30,3,646.8,CZK
4168,20260120,20260208,20260210,1,30,3,516.12,CZK
4169,20241217,20250121,20250119,1,10,3,815.36,CZK
4170,20250917,20251017,20251027,1,10,5,7223.34,CZK
4171,20250321,20250419,20250430,1,20,4,616.78,CZK
4172,20240513,20240609,20240613,2,20,3,1334.41,EUR
4173,20240520,20240608,,1,10,4,1203.57,CZK
4174,20240508,20240522,20240524,1,10,6,7081.96,CZK
4175,20241020,20241127,20241210,2,10,5,7020.19,EUR
4176,20240616,20240704,20240702,1,20,7,673.19,CZK
4177,20240227,20240318,20240320,2,10,4,604.6,EUR
4178,20251123,20251225,20260101,2,10,6,3832.92,EUR
4179,20250517,20250630,20250702,2,10,6,2905.71,EUR
4180,20250424,20250511,20250524,1,10,3,942.03,CZK
4181,20240604,20240707,20240717,2,40,5,10439.92,EUR
4182,20250209,20250306,20250307,1,20,4,1188.71,CZK
4183,20241123,20250106,20250106,2,10,3,875.88,EUR
4184,20250612,20250627,20250625,2,40,5,10119.2,EUR
4185,20250910,20250924,20251007,2,40,6,5207.76,EUR
4186,20240522,20240615,20240616,2,10,3,708.52,EUR
4187,20250608,20250723,20250731,1,30,3,1583.41,CZK
4188,20251023,20251207,20251215,1,40,4,689.84,CZK
4189,20251005,20251116,20251125,1,30,5,10559.4,CZK
4190,20240611,20240625,20240625,2,40,5,14308.69,EUR
4191,20260119,20260211,20260214,1,40,4,729.86,CZK
4192,20240927,20241108,20241116,1,30,4,1280.65,CZK
4193,20251126,20251226,20260105,1,10,5,9988.45,CZK
4194,20240713,20240815,20240825,2,30,6,6839.09,EUR
4195,20250313,20250416,20250427,1,10,6,4023.14,CZK
4196,20240415,20240530,,2,10,3,274.1,EUR
4197,20250713,20250804,20250807,1,30,4,1463.37,CZK
4198,20240409,20240423,20240429,2,40,3,801.74,EUR
4199,20240829,20240925,20241009,2,30,6,6495.84,EUR
4200,20250829,20250920,20251001,1,20,6,5255.79,CZK
4201,20240914,20241023,20241026,1,10,5,10723.84,CZK
4202,20240320,20240423,20240502,1,20,6,4961.39,CZK
4203,20260102,20260123,20260127,1,30,3,737.96,CZK
4204,20250831,20250917,20250915,2,20,5,12539.78,EUR
4205,20250321,20250413,20250415,1,20,7,1047.77,CZK
4206,20241202,20250106,20250111,1,10,6,4780.04,CZK
4207,20241122,20241223,20241228,1,30,5,4066.03,CZK
4208,20240503,20240611,20240622,2,10,5,11618.5,EUR
4209,20240427,20240520,,2,20,6,4584.9,EUR
4210,20250710,20250812,,1,10,5,16806.58,CZK
4211,20251022,20251107,20251120,2,10,5,8116.31,EUR
4212,20251115,20251217,20251231,1,20,6,4510.08,CZK
4213,20250829,20250913,20250926,1,10,5,11445.78,CZK
4214,20250702,20250806,,2,40,5,11123.7,EUR
4215,20250124,20250308,20250317,1,40,4,377.36,CZK
4216,20250412,20250430,20250503,1,20,3,1140.94,CZK
4217,20250825,20251004,20251002,2,10,5,9689.4,EUR
4218,20241101,20241123,20241207,1,30,5,4576.9,CZK
4219,20240520,20240704,20240715,1,10,6,3326.56,CZK
4220,20240324,20240506,20240508,1,10,5,7317.33,CZK
4221,20240331,20240514,20240514,1,20,8,506.9,CZK
4222,20250318,20250502,,2,10,3,1297.9,EUR
4223,20240316,20240405,20240414,2,30,8,1025.58,EUR
4224,20240609,20240724,20240801,2,30,3,1603.51,EUR
4225,20240616,20240709,20240722,2,20,4,1923.41,EUR
4226,20250622,20250708,20250710,1,30,8,60.4,CZK
4227,20240112,20240216,20240215,2,10,5,7675.48,EUR
4228,20251220,20260113,20260122,1,10,4,1206.25,CZK
4229,20250314,20250423,,2,10,8,506.44,EUR
4230,20260105,20260124,20260205,2,10,4,544.37,EUR
4231,20250429,20250612,20250612,2,20,6,4942.94,EUR
4232,20250215,20250318,20250327,2,10,6,1515.71,EUR
4233,20240707,20240728,20240807,2,10,3,582.67,EUR
4234,20240103,20240119,20240127,1,10,4,965.44,CZK
4235,20250304,20250406,20250414,2,40,5,7755.58,EUR
4236,20240422,20240529,20240608,1,10,3,686.58,CZK
4237,20251126,20251222,20251225,1,10,4,355.81,CZK
4238,20250212,20250325,20250404,1,20,4,1583.52,CZK
4239,20241201,20250110,20250122,1,30,4,735.94,CZK
4240,20240824,20240909,20240910,1,10,4,1765.05,CZK
4241,20240608,20240626,20240708,1,30,4,1622.0,CZK
4242,20240720,20240829,20240909,2,10,3,1307.69,EUR
4243,20240312,20240327,20240330,2,20,3,890.94,EUR
4244,20250101,20250202,20250208,1,10,7,299.07,CZK
4245,20240424,20240508,20240521,2,10,4,577.07,EUR
4246,20241223,20250122,20250120,1,10,3,761.26,CZK
4247,20250926,20251101,20251109,1,10,5,9283.97,CZK
4248,20250711,20250731,20250814,2,10,7,1160.89,EUR
4249,20241102,20241130,20241206,2,30,3,1634.7,EUR
4250,20240804,20240905,20240911,2,20,8,2175.44,EUR
4251,20251107,20251218,20251218,1,30,3,1143.57,CZK
4252,20251229,20260120,20260124,1,30,3,906.27,CZK
4253,20250704,20250816,20250817,1,30,7,783.68,CZK
4254,20260117,20260202,20260204,1,20,4,347.22,CZK
4255,20240410,20240516,20240524,1,20,5,11245.02,CZK
4256,20250809,20250910,20250915,1,10,5,13497.85,CZK
4257,20240817,20240915,20240915,1,20,5,9454.53,CZK
4258,20250822,20250923,20250927,1,20,7,1196.54,CZK
4259,20240313,20240427,20240505,1,30,6,3064.59,CZK
4260,20250625,20250802,,2,10,4,1406.32,EUR
4261,20250823,20250928,20251011,1,40,6,5476.07,CZK
4262,20250717,20250809,20250819,1,10,5,10619.21,CZK
4263,20250829,20251007,20251019,1,30,3,1797.32,CZK
4264,20240804,20240830,20240831,2,20,5,11544.0,EUR
4265,20240519,20240621,20240620,1,10,6,3677.98,CZK
4266,20250129,20250219,20250221,1,40,4,1412.59,CZK
4267,20240530,20240711,20240713,1,10,3,539.0,CZK
4268,20240508,20240606,20240606,1,20,3,1140.32,CZK
4269,20240304,20240329,20240402,1,10,5,7872.64,CZK
4270,20251005,20251104,20251110,2,10,4,1295.09,EUR
4271,20250804,20250822,,1,10,4,1912.85,CZK
4272,20240823,20240919,20240923,1,10,4,856.99,CZK
4273,20250531,20250710,20250713,1,10,3,898.38,CZK
4274,20251010,20251113,20251112,2,30,7,836.05,EUR
4275,20240624,20240722,20240805,2,40,7,1237.82,EUR
4276,20250425,20250513,20250515,2,10,3,997.01,EUR
4277,20241116,20241226,20241226,2,40,5,9795.79,EUR
4278,20240519,20240607,20240621,1,30,3,617.5,CZK
4279,20250822,20250927,20250927,1,10,6,4869.09,CZK
4280,20250826,20250929,20251002,2,30,4,127.65,EUR
4281,20240521,20240619,,2,30,3,1143.47,EUR
4282,20240511,20240619,20240617,1,10,5,9570.25,CZK
4283,20250828,20250921,20251005,1,10,6,5811.97,CZK
4284,20240227,20240324,20240325,1,30,4,648.95,CZK
4285,20241207,20241228,20250108,1,10,8,974.87,CZK
4286,20260119,20260208,20260213,1,10,6,3994.36,CZK
4287,20240507,20240620,20240622,1,40,5,9940.07,CZK
4288,20250712,20250731,20250814,1,10,3,1127.77,CZK
4289,20251116,20251207,20251209,1,40,7,729.71,CZK
4290,20241017,20241119,20241201,1,20,3,1274.56,CZK
4291,20241207,20250104,20250116,2,10,3,1397.18,EUR
4292,20250426,20250523,20250530,2,30,8,1795.64,EUR
4293,20241119,20241216,20241219,1,20,3,1267.91,CZK
4294,20240920,20241013,20241011,1,30,3,1066.92,CZK
4295,20240304,20240403,,1,10,8,834.24,CZK
4296,20250817,20250831,20250902,1,10,3,1105.62,CZK
4297,20240609,20240701,20240706,2,40,6,7309.82,EUR
4298,20240612,20240707,20240710,1,30,3,2059.63,CZK
4299,20241223,20250111,20250120,1,20,7,1152.41,CZK
4300,20250505,20250608,20250607,1,10,5,8236.37,CZK
4301,20251208,20260113,,1,10,6,3891.27,CZK
4302,20240806,20240915,20240917,1,10,7,764.89,CZK
4303,20240909,20241012,20241025,1,30,4,1217.94,CZK
4304,20250808,20250913,20250927,1,30,5,12859.18,CZK
4305,20250115,20250206,20250210,1,30,3,649.48,CZK
4306,20240208,20240225,20240309,1,20,3,921.35,CZK
4307,20240917,20241004,,1,10,4,707.48,CZK
4308,20250827,20250924,20250926,1,30,6,4190.87,CZK
4309,20250714,20250809,20250815,1,10,5,13172.32,CZK
4310,20250419,20250603,20250608,1,30,4,865.35,CZK
4311,20240323,20240409,20240417,1,20,4,1206.34,CZK
4312,20250903,20251016,20251027,2,10,4,525.91,EUR
4313,20250526,20250613,20250613,1,20,3,745.14,CZK
4314,20251002,20251026,20251030,2,10,5,6747.35,EUR
4315,20250219,20250307,20250310,2,30,4,302.59,EUR
4316,20250405,20250516,20250530,1,10,7,998.15,CZK
4317,20250718,20250809,20250822,1,40,6,5956.54,CZK
4318,20251110,20251214,,2,10,8,714.28,EUR
4319,20240501,20240517,20240520,1,10,6,4588.18,CZK
4320,20250706,20250728,20250727,1,30,6,5813.68,CZK
4321,20240410,20240426,20240505,2,20,5,3986.01,EUR
4322,20250930,20251110,,2,30,4,1066.19,EUR
4323,20240628,20240801,20240813,2,10,3,716.33,EUR
4324,20250223,20250319,20250320,1,20,3,700.48,CZK
4325,20240901,20241004,20241015,1,20,4,1258.43,CZK
4326,20250605,20250708,20250718,1,10,4,584.38,CZK
4327,20250724,20250817,20250825,1,30,3,1753.81,CZK
4328,20250123,20250305,20250317,1,10,7,920.31,CZK
4329,20240828,20240911,20240925,1,20,5,9571.08,CZK
4330,20250807,20250831,20250910,1,20,4,1075.86,CZK
4331,20251211,20260110,20260114,1,10,3,158.02,CZK
4332,20260120,20260223,20260301,2,10,3,839.37,EUR
4333,20240311,20240412,20240424,2,10,6,4065.32,EUR
4334,20240906,20240922,20241004,1,40,5,10002.74,CZK
4335,20241004,20241108,,2,10,8,949.69,EUR
4336,20251019,20251122,,1,20,6,5706.92,CZK
4337,20250315,20250402,20250410,1,20,7,507.79,CZK
4338,20250907,20251006,20251015,2,10,3,494.01,EUR
4339,20250405,20250502,20250512,1,30,6,4639.07,CZK
4340,20240517,20240614,20240618,1,10,3,1246.7,CZK
4341,20250331,20250415,20250420,1,40,6,4872.38,CZK
4342,20250928,20251025,20251023,1,30,8,933.74,CZK
4343,20241221,20250118,20250122,1,20,6,6606.04,CZK
4344,20260102,20260206,20260211,2,40,6,4542.95,EUR
4345,20250306,20250418,20250422,1,40,3,820.5,CZK
4346,20260119,20260211,20260214,1,30,4,754.55,CZK
4347,20240310,20240324,20240406,1,10,8,921.94,CZK
4348,20240812,20240909,20240919,1,30,4,980.94,CZK
4349,20240616,20240705,20240719,1,30,6,5361.74,CZK
4350,20240209,20240314,20240322,1,10,4,713.32,CZK
4351,20250329,20250417,20250425,2,10,3,834.91,EUR
4352,20240906,20241021,20241101,1,20,7,849.13,CZK
4353,20250907,20251001,20251011,2,40,3,825.48,EUR
4354,20240609,20240717,20240723,1,10,6,3969.9,CZK
4355,20251104,20251126,20251204,2,40,4,786.94,EUR
4356,20240607,20240704,20240715,1,30,3,1724.25,CZK
4357,20241018,20241111,20241114,2,30,8,918.82,EUR
4358,20250929,20251014,20251027,1,10,4,1015.7,CZK
4359,20250625,20250729,20250727,1,40,5,8441.6,CZK
4360,20250218,20250319,20250325,1,30,3,810.03,CZK
4361,20240112,20240213,,1,10,7,741.45,CZK
4362,20251025,20251111,20251122,2,30,5,13034.04,EUR
4363,20251005,20251024,20251102,1,10,3,1486.44,CZK
4364,20250706,20250730,,1,10,6,6678.47,CZK
4365,20250615,20250708,20250716,1,40,3,1354.08,CZK
4366,20240505,20240520,20240528,2,10,3,50.5,EUR
4367,20240122,20240304,20240306,2,10,8,793.6,EUR
4368,20240928,20241109,20241116,1,10,4,1089.66,CZK
4369,20251002,20251102,20251113,2,20,4,736.93,EUR
4370,20250530,20250615,20250621,1,10,6,5298.47,CZK
4371,20240512,20240531,20240605,1,10,3,1307.6,CZK
4372,20250411,20250501,20250506,2,10,6,4295.33,EUR
4373,20250629,20250727,20250806,1,10,6,4039.19,CZK
4374,20250804,20250819,20250827,2,30,4,1712.37,EUR
4375,20240701,20240805,20240815,1,10,3,1018.43,CZK
4376,20240119,20240303,,1,30,3,605.85,CZK
4377,20240822,20240930,20240930,1,10,3,846.84,CZK
4378,20250711,20250822,20250821,1,20,4,827.44,CZK
4379,20240712,20240814,20240828,1,30,6,5898.07,CZK
4380,20241215,20250110,20250110,1,10,7,1559.33,CZK
4381,20240110,20240206,20240212,1,10,3,578.65,CZK
4382,20250614,20250722,20250801,2,10,3,1265.04,EUR
4383,20251021,20251114,20251123,1,30,4,777.53,CZK
4384,20250508,20250528,,1,10,5,9474.7,CZK
4385,20250714,20250808,20250808,2,10,4,288.58,EUR
4386,20251022,20251115,20251126,1,20,7,322.8,CZK
4387,20250203,20250307,20250305,1,20,5,7515.85,CZK
4388,20250405,20250421,20250501,1,10,8,359.32,CZK
4389,20251014,20251111,20251116,1,10,8,466.3,CZK
4390,20240401,20240502,20240430,1,10,5,7022.03,CZK
4391,20241221,20250202,20250216,2,40,3,600.04,EUR
4392,20240709,20240727,20240809,1,20,6,7017.14,CZK
4393,20250928,20251020,20251101,1,10,3,1203.1,CZK
4394,20251028,20251206,,1,20,5,11890.03,CZK
4395,20250403,20250512,20250524,1,20,5,8147.11,CZK
4396,20240602,20240705,20240715,1,20,4,1662.95,CZK
4397,20240208,20240315,20240325,2,10,4,1286.63,EUR
4398,20250422,20250516,20250530,2,20,4,910.83,EUR
4399,20251021,20251109,20251119,1,10,4,1074.53,CZK
4400,20250105,20250205,20250213,2,10,5,8910.21,EUR
4401,20250713,20250728,20250727,1,20,8,1326.82,CZK
4402,20240327,20240508,20240511,1,10,3,645.42,CZK
4403,20240110,20240220,20240302,1,10,6,2824.52,CZK
4404,20241028,20241207,20241213,1,10,5,6442.42,CZK
4405,20241010,20241107,20241111,2,30,3,697.43,EUR
4406,20251008,20251025,20251023,2,20,4,1347.45,EUR
4407,20240630,20240804,20240804,1,10,7,941.48,CZK
4408,20241219,20250112,20250119,1,20,4,706.89,CZK
4409,20240229,20240330,20240408,1,10,4,1188.87,CZK
4410,20240729,20240813,20240820,1,40,6,6871.33,CZK
4411,20240528,20240620,20240623,2,20,4,698.98,EUR
4412,20251024,20251121,,1,30,3,779.14,CZK
4413,20250206,20250311,20250310,2,20,3,1449.8,EUR
4414,20240207,20240309,20240313,1,10,6,3406.32,CZK
4415,20251115,20251230,20251229,2,20,6,5324.32,EUR
4416,20250121,20250213,20250216,2,40,3,1314.86,EUR
4417,20250418,20250521,20250523,1,30,4,636.9,CZK
4418,20240502,20240614,20240617,1,30,3,685.01,CZK
4419,20240331,20240505,20240510,2,10,6,5964.37,EUR
4420,20240422,20240527,20240530,1,10,3,949.35,CZK
4421,20250913,20251026,20251107,1,20,3,482.6,CZK
4422,20251129,20251213,20251221,1,10,3,894.94,CZK
4423,20250826,20250927,20250927,2,30,5,13515.89,EUR
4424,20251015,20251122,20251122,1,30,4,1472.9,CZK
4425,20250315,20250423,20250507,1,10,3,519.58,CZK
4426,20251028,20251129,20251210,1,10,7,1218.65,CZK
4427,20240802,20240907,20240917,1,10,4,1192.03,CZK
4428,20250828,20251007,20251014,1,40,5,12030.6,CZK
4429,20250624,20250712,20250718,1,20,3,1035.54,CZK
4430,20240828,20240914,20240912,2,20,5,7620.12,EUR
4431,20240306,20240411,20240418,1,10,5,7409.72,CZK
4432,20250504,20250604,20250614,2,20,8,452.88,EUR
4433,20240908,20241013,20241025,1,40,6,4970.92,CZK
4434,20250909,20251020,20251024,1,10,3,1268.99,CZK
4435,20250712,20250726,20250726,1,30,3,1420.99,CZK
4436,20251208,20260117,,1,10,4,797.77,CZK
4437,20250620,20250721,20250723,1,10,6,3805.49,CZK
4438,20240902,20240926,20241008,1,10,5,14950.79,CZK
4439,20241004,20241106,20241107,1,20,6,3621.74,CZK
4440,20250810,20250829,20250907,2,10,6,5753.73,EUR
4441,20240510,20240623,,1,10,5,7398.72,CZK
4442,20251023,20251106,,1,10,3,1167.35,CZK
4443,20240919,20241101,20241104,1,10,4,651.81,CZK
4444,20240912,20241010,20241014,2,30,5,3528.39,EUR
4445,20250714,20250728,20250727,1,10,4,572.38,CZK
4446,20241024,20241123,20241125,1,10,8,543.54,CZK
4447,20241128,20241220,20241218,1,20,3,482.91,CZK
4448,20240623,20240710,20240716,1,30,3,1384.45,CZK
4449,20250903,20250921,20250928,2,30,6,5190.45,EUR
4450,20240523,20240619,20240623,2,10,7,881.66,EUR
4451,20251015,20251102,20251110,1,30,4,1599.22,CZK
4452,20260107,20260215,20260225,2,30,3,633.27,EUR
4453,20250126,20250220,20250227,1,30,3,883.03,CZK
4454,20240406,20240514,20240527,2,10,5,8061.71,EUR
4455,20240730,20240815,20240828,2,40,3,1148.02,EUR
4456,20240123,20240212,20240223,1,20,7,849.12,CZK
4457,20250527,20250708,20250712,1,40,4,733.3,CZK
4458,20241216,20250128,20250126,1,10,4,1928.29,CZK
4459,20250929,20251109,20251118,1,20,5,6441.14,CZK
4460,20250204,20250314,20250322,1,30,6,3514.15,CZK
4461,20240815,20240909,20240922,2,10,4,920.3,EUR
4462,20250830,20251001,20251013,1,30,4,1326.03,CZK
4463,20250601,20250619,20250630,2,20,3,699.03,EUR
4464,20240306,20240329,20240405,1,30,6,4318.37,CZK
4465,20240312,20240329,20240405,1,20,4,1020.16,CZK
4466,20250902,20251017,20251021,1,10,5,9538.39,CZK
4467,20241209,20241225,20250105,1,10,5,8892.31,CZK
4468,20250813,20250910,20250910,1,10,4,1932.52,CZK
4469,20250426,20250601,20250608,1,10,6,5331.36,CZK
4470,20240328,20240508,20240510,1,20,4,534.26,CZK
4471,20240321,20240429,,1,30,5,8208.29,CZK
4472,20250226,20250405,20250412,1,40,3,951.92,CZK
4473,20250428,20250603,20250601,1,20,3,640.46,CZK
4474,20250805,20250919,20250921,1,10,7,1498.06,CZK
4475,20240827,20241008,,1,30,5,16146.37,CZK
4476,20241022,20241116,20241125,1,10,3,786.62,CZK
4477,20240108,20240201,20240215,1,10,3,1008.22,CZK
4478,20250625,20250727,20250807,1,10,6,5131.78,CZK
4479,20240212,20240324,20240323,1,10,6,3490.01,CZK
4480,20240309,20240410,20240422,2,10,5,2807.83,EUR
4481,20250628,20250730,20250802,1,10,3,1620.82,CZK
4482,20251015,20251111,20251117,1,20,4,336.01,CZK
4483,20250828,20250925,,2,10,4,847.19,EUR
4484,20240118,20240208,20240206,1,20,6,4568.23,CZK
4485,20240130,20240306,20240308,2,30,7,601.49,EUR
4486,20250516,20250531,20250614,1,10,5,6110.76,CZK
4487,20240822,20240924,20241007,1,30,6,5260.25,CZK
4488,20241201,20241231,20250112,1,10,3,697.04,CZK
4489,20240705,20240721,20240728,2,30,6,5236.51,EUR
4490,20250515,20250609,20250622,1,10,3,1245.34,CZK
4491,20240229,20240319,20240327,2,10,7,981.02,EUR
4492,20240619,20240721,20240802,2,30,7,820.12,EUR
4493,20241001,20241107,20241117,1,20,4,681.91,CZK
4494,20251130,20260105,20260116,2,30,3,604.79,EUR
4495,20250125,20250222,20250302,1,40,6,4053.27,CZK
4496,20250410,20250424,20250506,1,30,3,488.84,CZK
4497,20240208,20240223,20240302,1,30,3,1301.17,CZK
4498,20240131,20240311,20240313,2,30,3,463.49,EUR
4499,20251017,20251105,20251116,1,20,5,10443.81,CZK
4500,20250306,20250408,20250412,2,10,5,6246.96,EUR
4501,20251006,20251120,20251125,2,40,6,3497.34,EUR
4502,20250222,20250406,20250418,1,10,3,1488.67,CZK
4503,20240719,20240804,20240811,1,20,4,1465.85,CZK
4504,20240208,20240228,20240306,1,10,4,761.94,CZK
4505,20251228,20260115,20260114,1,30,4,1713.13,CZK
4506,20241103,20241128,20241211,1,20,5,8681.15,CZK
4507,20240223,20240322,20240404,1,10,5,7979.54,CZK
